candidate,selected,selection_rank,candidate_subset_size,marginal_relevance,candidate_proxy_leakage,subset_merit,mean_feature_relevance,mean_feature_redundancy,mean_proxy_leakage,max_proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
education,True,1.0,1,0.09464683944776187,0.002735344062730516,0.09464683944776187,0.09464683944776187,0.0,0.002735344062730516,0.002735344062730516,0.5,0.09327916741639661,0.4513437747955322
relationship,False,,1,0.07024497057410069,0.00014266589340278246,0.07024497057410069,0.07024497057410069,0.0,0.00014266589340278246,0.00014266589340278246,0.5,0.0701736376273993,0.4513437747955322
hours-per-week,False,,1,0.07607893757060051,0.017887781789631838,0.07607893757060051,0.07607893757060051,0.0,0.017887781789631838,0.017887781789631838,0.5,0.0671350466757846,0.4513437747955322
occupation,False,,1,0.09051034018267161,0.05266450114491961,0.09051034018267161,0.09051034018267161,0.0,0.05266450114491961,0.05266450114491961,0.5,0.0641780896102118,0.4513437747955322
age,False,,1,0.06017394137366793,0.0008875465543859984,0.06017394137366793,0.06017394137366793,0.0,0.0008875465543859984,0.0008875465543859984,0.5,0.05973016809647493,0.4513437747955322
marital-status,False,,1,0.04100462100626891,0.004559479765719618,0.04100462100626891,0.04100462100626891,0.0,0.004559479765719618,0.004559479765719618,0.5,0.0387248811234091,0.4513437747955322
birthplace,False,,1,0.02471550477545613,0.0021020496733772376,0.02471550477545613,0.02471550477545613,0.0,0.0021020496733772376,0.0021020496733772376,0.5,0.02366447993876751,0.4513437747955322
class-worker,False,,1,0.0009288498838900539,5.118869521447689e-05,0.0009288498838900539,0.0009288498838900539,0.0,5.118869521447689e-05,5.118869521447689e-05,0.5,0.0009032555362828154,0.4513437747955322
hours-per-week,True,2.0,2,0.07607893757060051,0.017887781789631838,0.11961630893530219,0.0853628885091812,0.018561851197902955,0.010311562926181177,0.017887781789631838,0.5,0.1144605274722116,0.8922514915466309
relationship,False,,2,0.07024497057410069,0.00014266589340278246,0.11508669398806488,0.08244590501093127,0.02640307805884009,0.0014390049780666492,0.002735344062730516,0.5,0.11436719149903156,0.8922514915466309
age,False,,2,0.06017394137366793,0.0008875465543859984,0.10833100134349254,0.0774103904107149,0.021228664129903884,0.0018114453085582571,0.002735344062730516,0.5,0.10742527868921341,0.8922514915466309
occupation,False,,2,0.09051034018267161,0.05266450114491961,0.1198399058886819,0.09257858981521674,0.19357083833452451,0.02769992260382506,0.05266450114491961,0.5,0.10598994458676937,0.8922514915466309
marital-status,False,,2,0.04100462100626891,0.004559479765719618,0.09510751571231324,0.06782573022701538,0.017160008191550856,0.003647411914225067,0.004559479765719618,0.5,0.0932838097552007,0.8922514915466309
birthplace,False,,2,0.02471550477545613,0.0021020496733772376,0.08150709130832316,0.059681172111609,0.0722940432200117,0.0024186968680538767,0.002735344062730516,0.5,0.08029774287429622,0.8922514915466309
class-worker,False,,2,0.0009288498838900539,5.118869521447689e-05,0.06744567671724529,0.04778784466582596,0.004053025898097112,0.0013932663789724964,0.002735344062730516,0.5,0.06674904352775904,0.8922514915466309
relationship,True,3.0,3,0.07024497057410069,0.00014266589340278246,0.13572567870737173,0.08032358253082102,0.025355587403236842,0.006921930581921712,0.017887781789631838,0.5,0.13226471341641088,1.5633759498596191
occupation,False,,3,0.09051034018267161,0.05266450114491961,0.13987779746734927,0.087078705733678,0.08132315165362497,0.024429208999093985,0.05266450114491961,0.5,0.12766319296780226,1.5633759498596191
age,False,,3,0.06017394137366793,0.0008875465543859984,0.12988984396962402,0.07696657279734344,0.02667798567850124,0.007170224135582784,0.017887781789631838,0.5,0.12630473190183264,1.5633759498596191
