candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,candidate_individual_leakage,subset_leakage,current_subset_leakage,incremental_subset_leakage,fairness_penalty,max_subset_leakage,constraint_feasible,score,ranking_score,runtime_elapsed_seconds
education,True,1.0,0.09464683944776187,0.09464683944776187,0.09464683944776187,0.002735344062730516,0.002735344062730516,0.0,0.002735344062730516,0.5,,True,0.09327916741639661,0.09327916741639661,0.5374627113342285
relationship,False,,0.07024497057410069,0.07024497057410069,0.07024497057410069,0.00014266589340278246,0.00014266589340278246,0.0,0.00014266589340278246,0.5,,True,0.0701736376273993,0.0701736376273993,0.5374627113342285
hours-per-week,False,,0.07607893757060051,0.07607893757060051,0.07607893757060051,0.017887781789631838,0.017887781789631838,0.0,0.017887781789631838,0.5,,True,0.0671350466757846,0.0671350466757846,0.5374627113342285
occupation,False,,0.09051034018267161,0.09051034018267161,0.09051034018267161,0.05266450114491961,0.05266450114491961,0.0,0.05266450114491961,0.5,,True,0.0641780896102118,0.0641780896102118,0.5374627113342285
age,False,,0.06017394137366793,0.06017394137366793,0.06017394137366793,0.0008875465543859984,0.0008875465543859984,0.0,0.0008875465543859984,0.5,,True,0.05973016809647493,0.05973016809647493,0.5374627113342285
marital-status,False,,0.04100462100626891,0.04100462100626891,0.04100462100626891,0.004559479765719618,0.004559479765719618,0.0,0.004559479765719618,0.5,,True,0.0387248811234091,0.0387248811234091,0.5374627113342285
birthplace,False,,0.02471550477545613,0.02471550477545613,0.02471550477545613,0.0021020496733772376,0.0021020496733772376,0.0,0.0021020496733772376,0.5,,True,0.02366447993876751,0.02366447993876751,0.5374627113342285
class-worker,False,,0.0009288498838900539,0.0009288498838900539,0.0009288498838900539,5.118869521447689e-05,5.118869521447689e-05,0.0,5.118869521447689e-05,0.5,,True,0.0009032555362828154,0.0009032555362828154,0.5374627113342285
hours-per-week,True,2.0,0.07607893757060051,0.06523556419658391,0.06523556419658391,0.017887781789631838,0.02383880061905064,0.002735344062730516,0.021103456556320125,0.5,,True,0.05468383591842385,0.05468383591842385,0.9771618843078613
age,False,,0.06017394137366793,0.054414221704643426,0.054414221704643426,0.0008875465543859984,0.0074304442014155765,0.002735344062730516,0.004695100138685061,0.5,,True,0.0520666716353009,0.0520666716353009,0.9771618843078613
relationship,False,,0.07024497057410069,0.0517958326231982,0.0517958326231982,0.00014266589340278246,0.004831060236462672,0.002735344062730516,0.0020957161737321563,0.5,,True,0.050747974536332126,0.050747974536332126,0.9771618843078613
marital-status,False,,0.04100462100626891,0.03911623404943576,0.03911623404943576,0.004559479765719618,0.010844180796563315,0.002735344062730516,0.0081088367338328,0.5,,True,0.035061815682519364,0.035061815682519364,0.9771618843078613
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.055228402298721044,0.002735344062730516,0.05249305823599053,0.5,,True,0.009395345341590942,0.009395345341590942,0.9771618843078613
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.008252378753450345,0.002735344062730516,0.005517034690719829,0.5,,True,0.004223414624578023,0.004223414624578023,0.9771618843078613
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.0028459341027457508,0.002735344062730516,0.00011059004001523487,0.5,,True,0.0016508476322960057,0.0016508476322960057,0.9771618843078613
relationship,True,3.0,0.07024497057410069,0.0517958326231982,0.0517958326231982,0.00014266589340278246,0.034601318235700104,0.02383880061905064,0.010762517616649463,0.5,,True,0.04641457381487347,0.04641457381487347,1.4933574199676514
age,False,,0.06017394137366793,0.04936679300161239,0.04936679300161239,0.0008875465543859984,0.0415515235639146,0.02383880061905064,0.01771272294486396,0.5,,True,0.04051043152918041,0.04051043152918041,1.4933574199676514
marital-status,False,,0.04100462100626891,0.03545823621673,0.03545823621673,0.004559479765719618,0.04371338448406541,0.02383880061905064,0.019874583865014766,0.5,,True,0.025520944284222614,0.025520944284222614,1.4933574199676514
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.07860379961887773,0.02383880061905064,0.05476499899982709,0.5,,True,0.00825937495967266,0.00825937495967266,1.4933574199676514
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.024873774438700227,0.02383880061905064,0.0010349738196495858,0.5,,True,0.0011886557424788302,0.0011886557424788302,1.4933574199676514
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.037097601296042504,0.02383880061905064,0.013258800676991863,0.5,,True,0.000352531631442006,0.000352531631442006,1.4933574199676514
age,True,4.0,0.06017394137366793,0.018637579896524155,0.018637579896524155,0.0008875465543859984,0.07018873623403835,0.034601318235700104,0.03558741799833824,0.5,,True,0.0008438708973550341,0.0008438708973550341,2.0588126182556152
class-worker,False,,0.0009288498838900539,0.00019507274629100728,0.00019507274629100728,5.118869521447689e-05,0.042187704398039635,0.034601318235700104,0.007586386162339531,0.5,,True,-0.003598120334878758,-0.003598120334878758,2.0588126182556152
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.11377958317729037,0.034601318235700104,0.07917826494159026,0.5,,True,-0.003947258011208925,-0.003947258011208925,2.0588126182556152
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.060601383905498886,0.034601318235700104,0.02600006566979878,0.5,,True,-0.006018100864961453,-0.006018100864961453,2.0588126182556152
marital-status,False,,0.04100462100626891,0.007840786408113332,0.007840786408113332,0.004559479765719618,0.06560842396985037,0.034601318235700104,0.03100710573415026,0.5,,True,-0.007662766458961799,-0.007662766458961799,2.0588126182556152
class-worker,True,5.0,0.0009288498838900539,0.00019507274629100728,0.00019507274629100728,5.118869521447689e-05,0.09648078193687684,0.07018873623403835,0.026292045702838496,0.5,,True,-0.01295095010512824,-0.01295095010512824,2.5998170375823975
marital-status,False,,0.04100462100626891,0.007840786408113332,0.007840786408113332,0.004559479765719618,0.13020834692401,0.07018873623403835,0.060019610689971664,0.5,,True,-0.022169018936872502,-0.022169018936872502,2.5998170375823975
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.14638369590896716,0.07018873623403835,0.07619495967492881,0.5,,True,-0.031115547867526468,-0.031115547867526468,2.5998170375823975
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.20646020734564846,0.07018873623403835,0.13627147111161012,0.5,,True,-0.03249386109621885,-0.03249386109621885,2.5998170375823975
