candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,fairness_leakage,fairness_penalty,score,runtime_elapsed_seconds
education,True,1.0,0.09464683944776187,0.09464683944776187,0.09464683944776187,0.002735344062730516,0.0,0.09464683944776187,0.2735309600830078
occupation,False,,0.09051034018267161,0.09051034018267161,0.09051034018267161,0.05266450114491961,0.0,0.09051034018267161,0.2735309600830078
hours-per-week,False,,0.07607893757060051,0.07607893757060051,0.07607893757060051,0.017887781789631838,0.0,0.07607893757060051,0.2735309600830078
relationship,False,,0.07024497057410069,0.07024497057410069,0.07024497057410069,0.00014266589340278246,0.0,0.07024497057410069,0.2735309600830078
age,False,,0.06017394137366793,0.06017394137366793,0.06017394137366793,0.0008875465543859984,0.0,0.06017394137366793,0.2735309600830078
marital-status,False,,0.04100462100626891,0.04100462100626891,0.04100462100626891,0.004559479765719618,0.0,0.04100462100626891,0.2735309600830078
birthplace,False,,0.02471550477545613,0.02471550477545613,0.02471550477545613,0.0021020496733772376,0.0,0.02471550477545613,0.2735309600830078
class-worker,False,,0.0009288498838900539,0.0009288498838900539,0.0009288498838900539,5.118869521447689e-05,0.0,0.0009288498838900539,0.2735309600830078
hours-per-week,True,2.0,0.07607893757060051,0.06523556419658391,0.06523556419658391,0.017887781789631838,0.0,0.06523556419658391,0.42688536643981934
age,False,,0.06017394137366793,0.054414221704643426,0.054414221704643426,0.0008875465543859984,0.0,0.054414221704643426,0.42688536643981934
relationship,False,,0.07024497057410069,0.0517958326231982,0.0517958326231982,0.00014266589340278246,0.0,0.0517958326231982,0.42688536643981934
marital-status,False,,0.04100462100626891,0.03911623404943576,0.03911623404943576,0.004559479765719618,0.0,0.03911623404943576,0.42688536643981934
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.0,0.035641874459586206,0.42688536643981934
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.0,0.0069819319699379375,0.42688536643981934
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.0,0.0017061426523036231,0.42688536643981934
relationship,True,3.0,0.07024497057410069,0.0517958326231982,0.0517958326231982,0.00014266589340278246,0.0,0.0517958326231982,0.668205976486206
age,False,,0.06017394137366793,0.04936679300161239,0.04936679300161239,0.0008875465543859984,0.0,0.04936679300161239,0.668205976486206
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.0,0.035641874459586206,0.668205976486206
marital-status,False,,0.04100462100626891,0.03545823621673,0.03545823621673,0.004559479765719618,0.0,0.03545823621673,0.668205976486206
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.0,0.0069819319699379375,0.668205976486206
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,0.0,0.0017061426523036231,0.668205976486206
occupation,True,4.0,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,0.0,0.035641874459586206,0.9574317932128906
age,False,,0.06017394137366793,0.018637579896524155,0.018637579896524155,0.0008875465543859984,0.0,0.018637579896524155,0.9574317932128906
marital-status,False,,0.04100462100626891,0.007840786408113332,0.007840786408113332,0.004559479765719618,0.0,0.007840786408113332,0.9574317932128906
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.0,0.0069819319699379375,0.9574317932128906
class-worker,False,,0.0009288498838900539,0.00019507274629100728,0.00019507274629100728,5.118869521447689e-05,0.0,0.00019507274629100728,0.9574317932128906
age,True,5.0,0.06017394137366793,0.018637579896524155,0.018637579896524155,0.0008875465543859984,0.0,0.018637579896524155,1.2892951965332031
marital-status,False,,0.04100462100626891,0.007840786408113332,0.007840786408113332,0.004559479765719618,0.0,0.007840786408113332,1.2892951965332031
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,0.0,0.0069819319699379375,1.2892951965332031
class-worker,False,,0.0009288498838900539,0.00019507274629100728,0.00019507274629100728,5.118869521447689e-05,0.0,0.00019507274629100728,1.2892951965332031
