candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,fairness_leakage,fairness_penalty,score,runtime_elapsed_seconds
education,True,1.0,0.09464683944776187,0.09464683944776187,0.09464683944776187,0.002735344062730516,1.0,0.09191149538503135,0.25950121879577637
relationship,False,,0.07024497057410069,0.07024497057410069,0.07024497057410069,0.00014266589340278246,1.0,0.0701023046806979,0.25950121879577637
age,False,,0.06017394137366793,0.06017394137366793,0.06017394137366793,0.0008875465543859984,1.0,0.05928639481928193,0.25950121879577637
hours-per-week,False,,0.07607893757060051,0.07607893757060051,0.07607893757060051,0.017887781789631838,1.0,0.05819115578096867,0.25950121879577637
occupation,False,,0.09051034018267161,0.09051034018267161,0.09051034018267161,0.05266450114491961,1.0,0.037845839037752,0.25950121879577637
marital-status,False,,0.04100462100626891,0.04100462100626891,0.04100462100626891,0.004559479765719618,1.0,0.03644514124054929,0.25950121879577637
birthplace,False,,0.02471550477545613,0.02471550477545613,0.02471550477545613,0.0021020496733772376,1.0,0.02261345510207889,0.25950121879577637
class-worker,False,,0.0009288498838900539,0.0009288498838900539,0.0009288498838900539,5.118869521447689e-05,1.0,0.000877661188675577,0.25950121879577637
age,True,2.0,0.06017394137366793,0.054414221704643426,0.054414221704643426,0.0008875465543859984,1.0,0.05352667515025743,0.4097263813018799
relationship,False,,0.07024497057410069,0.0517958326231982,0.0517958326231982,0.00014266589340278246,1.0,0.05165316672979542,0.4097263813018799
hours-per-week,False,,0.07607893757060051,0.06523556419658391,0.06523556419658391,0.017887781789631838,1.0,0.047347782406952074,0.4097263813018799
marital-status,False,,0.04100462100626891,0.03911623404943576,0.03911623404943576,0.004559479765719618,1.0,0.03455675428371614,0.4097263813018799
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,1.0,0.0048798822965607,0.4097263813018799
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,1.0,0.0016549539570891462,0.4097263813018799
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,1.0,-0.0170226266853334,0.4097263813018799
hours-per-week,True,3.0,0.07607893757060051,0.06523556419658391,0.06523556419658391,0.017887781789631838,1.0,0.047347782406952074,0.6693673133850098
relationship,False,,0.07024497057410069,0.02870860909695696,0.02870860909695696,0.00014266589340278246,1.0,0.028565943203554177,0.6693673133850098
marital-status,False,,0.04100462100626891,0.010523891037509066,0.010523891037509066,0.004559479765719618,1.0,0.005964411271789448,0.6693673133850098
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,1.0,0.0048798822965607,0.6693673133850098
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,1.0,0.0016549539570891462,0.6693673133850098
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,1.0,-0.0170226266853334,0.6693673133850098
relationship,True,4.0,0.07024497057410069,0.02870860909695696,0.02870860909695696,0.00014266589340278246,1.0,0.028565943203554177,1.2195391654968262
marital-status,False,,0.04100462100626891,0.010523891037509066,0.010523891037509066,0.004559479765719618,1.0,0.005964411271789448,1.2195391654968262
birthplace,False,,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,1.0,0.0048798822965607,1.2195391654968262
class-worker,False,,0.0009288498838900539,0.0017061426523036231,0.0017061426523036231,5.118869521447689e-05,1.0,0.0016549539570891462,1.2195391654968262
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,1.0,-0.0170226266853334,1.2195391654968262
birthplace,True,5.0,0.02471550477545613,0.0069819319699379375,0.0069819319699379375,0.0021020496733772376,1.0,0.0048798822965607,1.7432899475097656
marital-status,False,,0.04100462100626891,0.007840786408113332,0.007840786408113332,0.004559479765719618,1.0,0.003281306642393714,1.7432899475097656
class-worker,False,,0.0009288498838900539,0.00019507274629100728,0.00019507274629100728,5.118869521447689e-05,1.0,0.0001438840510765304,1.7432899475097656
occupation,False,,0.09051034018267161,0.035641874459586206,0.035641874459586206,0.05266450114491961,1.0,-0.0170226266853334,1.7432899475097656
