candidate,selected,selection_rank,marginal_relevance,redundancy,redundancy_weight,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
education,True,1.0,0.09464683944776187,0.0,1.0,0.002735344062730516,1.0,0.09191149538503135,0.49143314361572266
relationship,False,,0.07024497057410069,0.0,1.0,0.00014266589340278246,1.0,0.0701023046806979,0.49143314361572266
age,False,,0.06017394137366793,0.0,1.0,0.0008875465543859984,1.0,0.05928639481928193,0.49143314361572266
hours-per-week,False,,0.07607893757060051,0.0,1.0,0.017887781789631838,1.0,0.05819115578096867,0.49143314361572266
occupation,False,,0.09051034018267161,0.0,1.0,0.05266450114491961,1.0,0.037845839037752,0.49143314361572266
marital-status,False,,0.04100462100626891,0.0,1.0,0.004559479765719618,1.0,0.03644514124054929,0.49143314361572266
birthplace,False,,0.02471550477545613,0.0,1.0,0.0021020496733772376,1.0,0.02261345510207889,0.49143314361572266
class-worker,False,,0.0009288498838900539,0.0,1.0,5.118869521447689e-05,1.0,0.000877661188675577,0.49143314361572266
relationship,True,2.0,0.07024497057410069,0.02640307805884009,1.0,0.00014266589340278246,1.0,0.043699226621857816,0.6532893180847168
hours-per-week,False,,0.07607893757060051,0.018561851197902955,1.0,0.017887781789631838,1.0,0.03962930458306572,0.6532893180847168
age,False,,0.06017394137366793,0.021228664129903884,1.0,0.0008875465543859984,1.0,0.03805773068937805,0.6532893180847168
marital-status,False,,0.04100462100626891,0.017160008191550856,1.0,0.004559479765719618,1.0,0.019285133048998433,0.6532893180847168
class-worker,False,,0.0009288498838900539,0.004053025898097112,1.0,5.118869521447689e-05,1.0,-0.0031753647094215354,0.6532893180847168
birthplace,False,,0.02471550477545613,0.0722940432200117,1.0,0.0021020496733772376,1.0,-0.049680588117932814,0.6532893180847168
occupation,False,,0.09051034018267161,0.19357083833452451,1.0,0.05266450114491961,1.0,-0.15572499929677253,0.6532893180847168
hours-per-week,True,3.0,0.07607893757060051,0.024831842075435217,1.0,0.017887781789631838,1.0,0.03335931370553345,0.9147040843963623
class-worker,False,,0.0009288498838900539,0.006316559377884588,1.0,5.118869521447689e-05,1.0,-0.005438898189209011,0.9147040843963623
age,False,,0.06017394137366793,0.08718615986441638,1.0,0.0008875465543859984,1.0,-0.02789976504513445,0.9147040843963623
birthplace,False,,0.02471550477545613,0.05276188657974547,1.0,0.0021020496733772376,1.0,-0.030148431477666576,0.9147040843963623
marital-status,False,,0.04100462100626891,0.10186812834108845,1.0,0.004559479765719618,1.0,-0.06542298710053916,0.9147040843963623
occupation,False,,0.09051034018267161,0.10660201033816391,1.0,0.05266450114491961,1.0,-0.06875617130041191,0.9147040843963623
class-worker,True,4.0,0.0009288498838900539,0.007715761006310898,1.0,5.118869521447689e-05,1.0,-0.006838099817635321,1.2842111587524414
age,False,,0.06017394137366793,0.07153858714550988,1.0,0.0008875465543859984,1.0,-0.01225219232622795,1.2842111587524414
birthplace,False,,0.02471550477545613,0.03750703634646549,1.0,0.0021020496733772376,1.0,-0.014893581244386597,1.2842111587524414
marital-status,False,,0.04100462100626891,0.07480243848227157,1.0,0.004559479765719618,1.0,-0.03835729724172228,1.2842111587524414
occupation,False,,0.09051034018267161,0.08168026203492508,1.0,0.05266450114491961,1.0,-0.04383442299717308,1.2842111587524414
age,True,5.0,0.06017394137366793,0.0576928874085175,1.0,0.0008875465543859984,1.0,0.0015935074107644304,1.629871129989624
birthplace,False,,0.02471550477545613,0.02909558215943999,1.0,0.0021020496733772376,1.0,-0.006482127057361099,1.629871129989624
marital-status,False,,0.04100462100626891,0.05764615840871666,1.0,0.004559479765719618,1.0,-0.02120101716816737,1.629871129989624
occupation,False,,0.09051034018267161,0.06214980866498777,1.0,0.05266450114491961,1.0,-0.024303969627235765,1.629871129989624
