candidate,selected,selection_rank,candidate_subset_size,marginal_relevance,candidate_proxy_leakage,subset_merit,mean_feature_relevance,mean_feature_redundancy,mean_proxy_leakage,max_proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
education,True,1.0,1,0.09464683944776187,0.002735344062730516,0.09464683944776187,0.09464683944776187,0.0,0.002735344062730516,0.002735344062730516,1.0,0.09191149538503135,0.44804954528808594
relationship,False,,1,0.07024497057410069,0.00014266589340278246,0.07024497057410069,0.07024497057410069,0.0,0.00014266589340278246,0.00014266589340278246,1.0,0.0701023046806979,0.44804954528808594
age,False,,1,0.06017394137366793,0.0008875465543859984,0.06017394137366793,0.06017394137366793,0.0,0.0008875465543859984,0.0008875465543859984,1.0,0.05928639481928193,0.44804954528808594
hours-per-week,False,,1,0.07607893757060051,0.017887781789631838,0.07607893757060051,0.07607893757060051,0.0,0.017887781789631838,0.017887781789631838,1.0,0.05819115578096867,0.44804954528808594
occupation,False,,1,0.09051034018267161,0.05266450114491961,0.09051034018267161,0.09051034018267161,0.0,0.05266450114491961,0.05266450114491961,1.0,0.037845839037752,0.44804954528808594
marital-status,False,,1,0.04100462100626891,0.004559479765719618,0.04100462100626891,0.04100462100626891,0.0,0.004559479765719618,0.004559479765719618,1.0,0.03644514124054929,0.44804954528808594
birthplace,False,,1,0.02471550477545613,0.0021020496733772376,0.02471550477545613,0.02471550477545613,0.0,0.0021020496733772376,0.0021020496733772376,1.0,0.02261345510207889,0.44804954528808594
class-worker,False,,1,0.0009288498838900539,5.118869521447689e-05,0.0009288498838900539,0.0009288498838900539,0.0,5.118869521447689e-05,5.118869521447689e-05,1.0,0.000877661188675577,0.44804954528808594
relationship,True,2.0,2,0.07024497057410069,0.00014266589340278246,0.11508669398806488,0.08244590501093127,0.02640307805884009,0.0014390049780666492,0.002735344062730516,1.0,0.11364768900999823,0.8850846290588379
hours-per-week,False,,2,0.07607893757060051,0.017887781789631838,0.11961630893530219,0.0853628885091812,0.018561851197902955,0.010311562926181177,0.017887781789631838,1.0,0.10930474600912102,0.8850846290588379
age,False,,2,0.06017394137366793,0.0008875465543859984,0.10833100134349254,0.0774103904107149,0.021228664129903884,0.0018114453085582571,0.002735344062730516,1.0,0.10651955603493428,0.8850846290588379
occupation,False,,2,0.09051034018267161,0.05266450114491961,0.1198399058886819,0.09257858981521674,0.19357083833452451,0.02769992260382506,0.05266450114491961,1.0,0.09213998328485684,0.8850846290588379
marital-status,False,,2,0.04100462100626891,0.004559479765719618,0.09510751571231324,0.06782573022701538,0.017160008191550856,0.003647411914225067,0.004559479765719618,1.0,0.09146010379808817,0.8850846290588379
birthplace,False,,2,0.02471550477545613,0.0021020496733772376,0.08150709130832316,0.059681172111609,0.0722940432200117,0.0024186968680538767,0.002735344062730516,1.0,0.07908839444026929,0.8850846290588379
class-worker,False,,2,0.0009288498838900539,5.118869521447689e-05,0.06744567671724529,0.04778784466582596,0.004053025898097112,0.0013932663789724964,0.002735344062730516,1.0,0.06605241033827279,0.8850846290588379
hours-per-week,True,3.0,3,0.07607893757060051,0.017887781789631838,0.13572567870737173,0.08032358253082102,0.025355587403236842,0.006921930581921712,0.017887781789631838,1.0,0.12880374812545003,1.567647933959961
age,False,,3,0.06017394137366793,0.0008875465543859984,0.12203121418082512,0.07502191713184349,0.06692513259589096,0.0012551855035064323,0.002735344062730516,1.0,0.12077602867731868,1.567647933959961
occupation,False,,3,0.09051034018267161,0.05266450114491961,0.1369253834425246,0.08513405006817805,0.07986903291172263,0.018514170367017635,0.05266450114491961,1.0,0.11841121307550698,1.567647933959961
marital-status,False,,3,0.04100462100626891,0.004559479765719618,0.11068614981448176,0.06863214367604381,0.076713111580339,0.0024791632406176386,0.004559479765719618,1.0,0.10820698657386411,1.567647933959961
birthplace,False,,3,0.02471550477545613,0.0021020496733772376,0.10495176482200172,0.06320243826577289,0.04397561707277701,0.001660019876503512,0.002735344062730516,1.0,0.10329174494549821,1.567647933959961
class-worker,False,,3,0.0009288498838900539,5.118869521447689e-05,0.09451467041262226,0.05527355330191753,0.013012065604869755,0.0009763995504492584,0.002735344062730516,1.0,0.093538270862173,1.567647933959961
occupation,True,4.0,4,0.09051034018267161,0.05266450114491961,0.153849512890035,0.08287027194378367,0.05351792471908096,0.018357573222671186,0.05266450114491961,1.0,0.13549193966736384,2.4536492824554443
age,False,,4,0.06017394137366793,0.0008875465543859984,0.14069470694893355,0.07528617224153275,0.048447087274373364,0.0054133345750377836,0.017887781789631838,1.0,0.13528137237389576,2.4536492824554443
marital-status,False,,4,0.04100462100626891,0.004559479765719618,0.13145814608601591,0.07049384214968299,0.05007901294275421,0.0063313178778711884,0.017887781789631838,1.0,0.12512682820814472,2.4536492824554443
birthplace,False,,4,0.02471550477545613,0.0021020496733772376,0.12699075085132897,0.0664215630919798,0.03143131187485117,0.005716960354785593,0.017887781789631838,1.0,0.12127379049654337,2.4536492824554443
class-worker,False,,4,0.0009288498838900539,5.118869521447689e-05,0.118057011734327,0.06047489936908828,0.016535674204773868,0.005204245110244903,0.017887781789631838,1.0,0.1128527666240821,2.4536492824554443
age,True,5.0,5,0.06017394137366793,0.0008875465543859984,0.1585140492172595,0.07833100582976052,0.05524031938904217,0.014863567889014148,0.05266450114491961,1.0,0.14365048132824537,3.444139003753662
marital-status,False,,5,0.04100462100626891,0.004559479765719618,0.150593859302054,0.07449714175628072,0.05589664055371163,0.015597954531280872,0.05266450114491961,1.0,0.1349959047707731,3.444139003753662
birthplace,False,,5,0.02471550477545613,0.0021020496733772376,0.14601391869547628,0.07123931851011817,0.047550724636609275,0.015106468512812396,0.05266450114491961,1.0,0.1309074501826639,3.444139003753662
class-worker,False,,5,0.0009288498838900539,5.118869521447689e-05,0.13928464627730147,0.06648198753180494,0.03478132798885943,0.014696296317179844,0.05266450114491961,1.0,0.12458834996012162,3.444139003753662
