candidate,selected,selection_rank,score_rank,proxy_rank,marginal_relevance,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
education,True,1.0,1,4,0.09464683944776187,0.002735344062730516,1.0,0.09191149538503135,0.27594447135925293
relationship,True,2.0,2,7,0.07024497057410069,0.00014266589340278246,1.0,0.0701023046806979,0.27594757080078125
age,True,3.0,3,6,0.06017394137366793,0.0008875465543859984,1.0,0.05928639481928193,0.27594876289367676
hours-per-week,True,4.0,4,2,0.07607893757060051,0.017887781789631838,1.0,0.05819115578096867,0.27595019340515137
occupation,True,5.0,5,1,0.09051034018267161,0.05266450114491961,1.0,0.037845839037752,0.2759513854980469
marital-status,False,,6,3,0.04100462100626891,0.004559479765719618,1.0,0.03644514124054929,0.2759525775909424
birthplace,False,,7,5,0.02471550477545613,0.0021020496733772376,1.0,0.02261345510207889,0.2759542465209961
class-worker,False,,8,8,0.0009288498838900539,5.118869521447689e-05,1.0,0.000877661188675577,0.2759554386138916
