candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,candidate_individual_leakage,subset_leakage,current_subset_leakage,incremental_subset_leakage,fairness_penalty,max_subset_leakage,constraint_feasible,score,ranking_score,runtime_elapsed_seconds
education,True,1.0,0.09464683944776187,0.09464683944776187,0.09464683944776187,0.002735344062730516,0.002735344062730516,0.0,0.002735344062730516,1.0,,True,0.09191149538503135,0.09191149538503135,0.5188350677490234
relationship,False,,0.07024497057410069,0.07024497057410069,0.07024497057410069,0.00014266589340278246,0.00014266589340278246,0.0,0.00014266589340278246,1.0,,True,0.0701023046806979,0.0701023046806979,0.5188350677490234
age,False,,0.06017394137366793,0.06017394137366793,0.06017394137366793,0.0008875465543859984,0.0008875465543859984,0.0,0.0008875465543859984,1.0,,True,0.05928639481928193,0.05928639481928193,0.5188350677490234
hours-per-week,False,,0.07607893757060051,0.07607893757060051,0.07607893757060051,0.017887781789631838,0.017887781789631838,0.0,0.017887781789631838,1.0,,True,0.05819115578096867,0.05819115578096867,0.5188350677490234
occupation,False,,0.09051034018267161,0.09051034018267161,0.09051034018267161,0.05266450114491961,0.05266450114491961,0.0,0.05266450114491961,1.0,,True,0.037845839037752,0.037845839037752,0.5188350677490234
marital-status,False,,0.04100462100626891,0.04100462100626891,0.04100462100626891,0.004559479765719618,0.004559479765719618,0.0,0.004559479765719618,1.0,,True,0.03644514124054929,0.03644514124054929,0.5188350677490234
birthplace,False,,0.02471550477545613,0.02471550477545613,0.02471550477545613,0.0021020496733772376,0.0021020496733772376,0.0,0.0021020496733772376,1.0,,True,0.02261345510207889,0.02261345510207889,0.5188350677490234
class-worker,False,,0.0009288498838900539,0.0009288498838900539,0.0009288498838900539,5.118869521447689e-05,5.118869521447689e-05,0.0,5.118869521447689e-05,1.0,,True,0.000877661188675577,0.000877661188675577,0.5188350677490234
age,True,2.0,0.06017394137366793,0.054414221704643426,0.054414221704643426,0.0008875465543859984,0.0074304442014155765,0.002735344062730516,0.004695100138685061,1.0,,True,0.04971912156595837,0.04971912156595837,0.9652090072631836
relationship,False,,0.07024497057410069,0.0517958326231982,0.0517958326231982,0.00014266589340278246,0.004831060236462672,0.002735344062730516,0.0020957161737321563,1.0,,True,0.04970011644946604,0.04970011644946604,0.9652090072631836
hours-per-week,False,,0.07607893757060051,0.06523556419658391,0.06523556419658391,0.017887781789631838,0.02383880061905064,0.002735344062730516,0.021103456556320125,1.0,,True,0.04413210764026379,0.04413210764026379,0.9652090072631836
