selector,model,k,lambda,selected_feature_count,selected_features,diagnostics_path,accuracy,balanced_accuracy,f1,auroc,dpd,dpr,selection_rate_min,selection_rate_max,equalized_odds_difference,equalized_odds_ratio,tpr_min,tpr_max,fpr_min,fpr_max,equal_opportunity_difference,equal_opportunity_ratio,mean_selected_mi_sensitive,max_selected_mi_sensitive,joint_subset_mi_sensitive,sensitive_attacker_balanced_accuracy,sensitive_attacker_auroc,sensitive_attacker_status,utility_norm,fairness_norm,tradeoff_score
ProxyRank_k8_lambda1.0,gradient_boosting,8,1.0,8.0,education|age|education-num|hours-per-week|native-country|workclass|fnlwgt|capital-gain,results/adult/final/diagnostics/ProxyRank_k8_lambda1.0_diagnostics.csv,0.82,0.6970665561986447,0.5573770491803278,0.8503585895555937,0.077122174306467,0.5686243217363549,0.1016597510373444,0.1787819253438114,0.0422305891930396,0.7550453514739229,0.4416403785488959,0.4838709677419355,0.0452380952380952,0.0599144079885877,0.0422305891930396,0.9127234490010514,0.0109394117799431,0.0359540873858558,0.383845762417769,0.6314867156585642,0.6818315432447711,ok,0.0,1.0,0.5
SubsetFACMIM_k8_lambda1.0,logistic_regression,8,1.0,8.0,education|age|education-num|capital-gain|capital-loss|native-country|workclass|hours-per-week,results/adult/final/diagnostics/SubsetFACMIM_k8_lambda1.0_diagnostics.csv,0.7646666666666667,0.7447494345182755,0.6020293122886133,0.8278087553753127,0.0893787346436345,0.7567177757560964,0.2780082987551867,0.3673870333988212,0.0062073878090974,0.991253226268999,0.7034700315457413,0.7096774193548387,0.2142857142857142,0.2154065620542082,0.0062073878090974,0.991253226268999,0.0108015760573474,0.0359540873858558,0.2518059131432508,0.6311475409836065,0.6798869417750142,ok,0.4505494505494515,1.0,0.7252747252747258
ProxyRank_k8_lambda1.0,random_forest,8,1.0,8.0,education|age|education-num|hours-per-week|native-country|workclass|fnlwgt|capital-gain,results/adult/final/diagnostics/ProxyRank_k8_lambda1.0_diagnostics.csv,0.7753333333333333,0.7536323815665904,0.6148571428571429,0.8515201513914027,0.1081609860681998,0.7040110650069156,0.2572614107883817,0.3654223968565815,0.0193853668464434,0.9259784735812132,0.6935483870967742,0.7129337539432177,0.1928571428571428,0.2082738944365192,0.0193853668464434,0.9728090208392808,0.0109394117799431,0.0359540873858558,0.383845762417769,0.6314867156585642,0.6818315432447711,ok,0.5999999999999995,1.0,0.7999999999999998
