selector,model,k,lambda,selected_feature_count,selected_features,diagnostics_path,accuracy,balanced_accuracy,f1,auroc,dpd,dpr,selection_rate_min,selection_rate_max,equalized_odds_difference,equalized_odds_ratio,tpr_min,tpr_max,fpr_min,fpr_max,equal_opportunity_difference,equal_opportunity_ratio,mean_selected_mi_sensitive,max_selected_mi_sensitive,joint_subset_mi_sensitive,sensitive_attacker_balanced_accuracy,sensitive_attacker_auroc,sensitive_attacker_status,utility_norm,fairness_norm,tradeoff_score
FairCFS_k8_lambda0.5,gradient_boosting,8,0.5,8.0,education|marital-status|age|hours-per-week|occupation|capital-gain|relationship|capital-loss,results/adult/final/diagnostics/FairCFS_k8_lambda0.5_diagnostics.csv,0.8653333333333333,0.7850298569643105,0.7002967359050445,0.9251775294862532,0.1613895931327393,0.3506142062880291,0.0871369294605809,0.2485265225933202,0.0727430201752598,0.0894132653061224,0.6214511041009464,0.6290322580645161,0.0071428571428571,0.0798858773181169,0.0075811539635697,0.9879479090835558,0.0689342547516801,0.2717193255261839,0.5740663389396863,0.8625777275296778,0.9345618993781798,ok,1.0,1.0,1.0
SubsetFACMIM_k8_lambda1.0,logistic_regression,8,1.0,8.0,education|age|education-num|capital-gain|capital-loss|native-country|workclass|hours-per-week,results/adult/final/diagnostics/SubsetFACMIM_k8_lambda1.0_diagnostics.csv,0.7646666666666667,0.7447494345182755,0.6020293122886133,0.8278087553753127,0.0893787346436345,0.7567177757560964,0.2780082987551867,0.3673870333988212,0.0062073878090974,0.991253226268999,0.7034700315457413,0.7096774193548387,0.2142857142857142,0.2154065620542082,0.0062073878090974,0.991253226268999,0.0108015760573474,0.0359540873858558,0.2518059131432508,0.6311475409836065,0.6798869417750142,ok,0.4505494505494515,1.0,0.7252747252747258
SubsetFACMIM_k8_lambda1.0,random_forest,8,1.0,8.0,education|age|education-num|capital-gain|capital-loss|native-country|workclass|hours-per-week,results/adult/final/diagnostics/SubsetFACMIM_k8_lambda1.0_diagnostics.csv,0.7813333333333333,0.7646325016064153,0.6281179138321995,0.8621660362614421,0.118094221033839,0.6836317973356628,0.2551867219917012,0.3732809430255402,0.0254126757693091,0.8796332046332047,0.7258064516129032,0.7318611987381703,0.1857142857142857,0.2111269614835948,0.0060547471252671,0.9917269187986651,0.0108015760573474,0.0359540873858558,0.2518059131432508,0.6311475409836065,0.6798869417750142,ok,0.728571428571428,1.0,0.864285714285714
