selector,model,accuracy,balanced_accuracy,f1,auroc,dpd,dpr,equal_opportunity_difference,equalized_odds_difference,mean_selected_mi_sensitive,joint_subset_mi_sensitive,sensitive_attacker_balanced_accuracy,selected_features
BasicFACMIM_k8_lambda0.0,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
BasicFACMIM_k8_lambda0.0,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
BasicFACMIM_k8_lambda0.0,random_forest,0.6413333333333333,0.6394159463564468,0.6140602582496413,0.6919332989464404,0.1926700624111014,0.6422986159394727,0.1591741414999203,0.173108003206882,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
BasicFACMIM_k8_lambda0.5,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age_cat
BasicFACMIM_k8_lambda0.5,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age_cat
BasicFACMIM_k8_lambda0.5,random_forest,0.6413333333333333,0.6394159463564468,0.6140602582496413,0.6919332989464404,0.1926700624111014,0.6422986159394727,0.1591741414999203,0.173108003206882,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age_cat
BasicFACMIM_k8_lambda1.0,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
BasicFACMIM_k8_lambda1.0,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
BasicFACMIM_k8_lambda1.0,random_forest,0.6413333333333333,0.6394159463564468,0.6140602582496413,0.6919332989464404,0.1926700624111014,0.6422986159394727,0.1591741414999203,0.173108003206882,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
BasicFACMIM_k8_lambda2.0,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7383725599732995,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc
BasicFACMIM_k8_lambda2.0,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc
BasicFACMIM_k8_lambda2.0,random_forest,0.6406666666666667,0.6387047088031041,0.6130653266331658,0.6914781783037743,0.180481172435804,0.6614082206193845,0.1445340834704457,0.1629656023720746,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc
CMIM_k8,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
CMIM_k8,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
CMIM_k8,random_forest,0.6413333333333333,0.6394159463564468,0.6140602582496413,0.6919332989464404,0.1926700624111014,0.6422986159394727,0.1591741414999203,0.173108003206882,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
FairCFS_k8_lambda0.0,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda0.0,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda0.0,random_forest,0.6413333333333333,0.6394159463564468,0.6140602582496413,0.6919332989464404,0.1926700624111014,0.6422986159394727,0.1591741414999203,0.173108003206882,0.0258934080436636,0.5445003816101089,0.6532411156883762,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda0.5,gradient_boosting,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,0.2520655308458503,0.2520655308458503,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda0.5,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda0.5,random_forest,0.6413333333333333,0.6394159463564468,0.6140602582496413,0.6919332989464404,0.1926700624111014,0.6422986159394727,0.1591741414999203,0.173108003206882,0.0258934080436636,0.5445003816101088,0.6532411156883762,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda1.0,gradient_boosting,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7372606377757273,0.1995402646614433,0.5977664642377678,0.2374254728163756,0.2374254728163756,0.0258934080436636,0.5445003816101089,0.6532411156883762,priors_count|c_charge_desc|juv_fel_count|juv_misd_count|age|juv_other_count|c_charge_degree|age_cat
FairCFS_k8_lambda1.0,logistic_regression,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,0.2306936999097712,0.2306936999097712,0.0258934080436636,0.5445003816101089,0.6532411156883762,priors_count|c_charge_desc|juv_fel_count|juv_misd_count|age|juv_other_count|c_charge_degree|age_cat
