ablation,variant,best_selector,best_mean_joint_mi,best_mean_attacker_ba,best_subset_selector,best_subset_mean_joint_mi,best_subset_mean_attacker_ba
top2,original,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088
top2,remove_entangled_proxies,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088
top4,original,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088
top4,remove_entangled_proxies,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088
top5,original,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088
top5,remove_entangled_proxies,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088,SubsetFACMIM_lambda2.0,0.3712219717302876,0.5122642917558088
