dataset,model,selector,selector_family,selector_lambda,method_label,accuracy_mean,accuracy_std,accuracy_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,f1_mean,f1_std,f1_count,auroc_mean,auroc_std,auroc_count,dpd_mean,dpd_std,dpd_count,dpr_mean,dpr_std,dpr_count,equal_opportunity_difference_mean,equal_opportunity_difference_std,equal_opportunity_difference_count,equalized_odds_difference_mean,equalized_odds_difference_std,equalized_odds_difference_count,joint_subset_mi_sensitive_mean,joint_subset_mi_sensitive_std,joint_subset_mi_sensitive_count,sensitive_attacker_balanced_accuracy_mean,sensitive_attacker_balanced_accuracy_std,sensitive_attacker_balanced_accuracy_count
Adult,gradient_boosting,ProxyRank_k8_lambda0.5,ProxyRank,0.5,"ProxyRank, lambda=0.5",0.8352,0.011835915211291827,5,0.7393368307580804,0.022273186884329495,5,0.6207845445172812,0.037864073471853874,5,0.8896950980861327,0.010771291264869712,5,0.19219343021642926,0.015950446352608894,5,0.23704958555731817,0.02056844988798724,5,0.17933087201140513,0.07096118263559412,5,0.18502624392386766,0.06139327387872089,5,0.5404266537754161,0.023812885765954587,5,0.7799229639462432,0.017834806275610657,5
Adult,gradient_boosting,ProxyRank_k8_lambda1.0,ProxyRank,1.0,"ProxyRank, lambda=1",0.8343999999999999,0.014881756168768046,5,0.7054783436864343,0.024416343408437943,5,0.5717232473751034,0.04108102432180525,5,0.8583251737817565,0.031771279305762685,5,0.09754771867486692,0.04719399242979251,5,0.4535470321511995,0.16052821208930385,5,0.0661596841239043,0.06562975981360074,5,0.06618024757684479,0.0656068496484568,5,0.30986068740815614,0.047314035849120556,5,0.5931988303980571,0.08747645128929245,5
Adult,gradient_boosting,ProxyRank_k8_lambda2.0,ProxyRank,2.0,"ProxyRank, lambda=2",0.8309333333333333,0.0070961648483920765,5,0.6901093045077903,0.011599593598607908,5,0.5453791011675091,0.022807551212002716,5,0.8424382564741965,0.007407644437983773,5,0.07255524957337367,0.004249803404735757,5,0.5153266034289904,0.03489108653886361,5,0.053501803552830574,0.027824561743623265,5,0.05352236700577108,0.027782194084658283,5,0.26302378698133405,0.010254962810042798,5,0.5564849757100319,0.019408302682178368,5
Adult,gradient_boosting,SubsetFACMIM_k8_lambda0.0,Subset-aware FA-CMIM,0.0,"Subset-aware FA-CMIM, lambda=0",0.8333333333333334,0.005981452814975471,5,0.7305198243131088,0.019520503355797886,5,0.6079710859501751,0.030050955183050457,5,0.8858150324769433,0.007298971916522509,5,0.16866149864998134,0.034367085644030695,5,0.2871091592278466,0.06500582951348388,5,0.1289988354065698,0.09431175395192706,5,0.13903682955964508,0.08409547717132307,5,0.5883442850429316,0.007033753597360757,5,0.8505469191583195,0.013465602292155845,5
Adult,gradient_boosting,SubsetFACMIM_k8_lambda0.5,Subset-aware FA-CMIM,0.5,"Subset-aware FA-CMIM, lambda=0.5",0.8532,0.0077517023219992615,5,0.7546972403313582,0.022061371102931698,5,0.6513429723523394,0.0328269787466781,5,0.9097175707779133,0.009754377266473649,5,0.1670709973063122,0.016790012970961006,5,0.27303248582972517,0.07510996934756624,5,0.10129861357225348,0.06301116848967026,5,0.11706988292980228,0.043774129959672156,5,0.324137552840844,0.012010933987052205,5,0.737068455166934,0.01895432409839183,5
Adult,gradient_boosting,SubsetFACMIM_k8_lambda1.0,Subset-aware FA-CMIM,1.0,"Subset-aware FA-CMIM, lambda=1",0.8325333333333333,0.010681240044530868,5,0.7026500882281063,0.013553355181380353,5,0.5673594121170693,0.026269095414806185,5,0.854615400188299,0.012064502446485966,5,0.0902284003532541,0.02115853272662861,5,0.473735497570212,0.10438260771596503,5,0.05742258059957687,0.06929040921792827,5,0.0615557308399425,0.06590975381562818,5,0.2506549922713933,0.014235153266239656,5,0.6077592177116264,0.019742945564642667,5
Adult,gradient_boosting,SubsetFACMIM_k8_lambda2.0,Subset-aware FA-CMIM,2.0,"Subset-aware FA-CMIM, lambda=2",0.8341333333333333,0.008607490278175707,5,0.7008790252990555,0.016017323827401883,5,0.564681430969709,0.030162481036307667,5,0.8536699108641963,0.013752890315209107,5,0.08135807782383192,0.016197028419244183,5,0.4987158270962448,0.09165825524647905,5,0.033457612446710625,0.030347610832855313,5,0.03759076268707625,0.026674695057575196,5,0.2525064043139702,0.016934015000056212,5,0.5914562216686642,0.03238615550634377,5
Adult,gradient_boosting,mRMR_k8,mRMR,,mRMR,0.8569333333333333,0.007882470002057313,5,0.76259983553355,0.01665711650264123,5,0.6640448361149547,0.027666375339032004,5,0.9132343838216137,0.009977066443158777,5,0.16803785022384926,0.017660618244157097,5,0.28504961373284604,0.06815839392848091,5,0.11706636753688489,0.06280733019490263,5,0.12643838379309177,0.05014870525106056,5,0.5629270813129003,0.037915209018427695,5,0.830582597137399,0.036525695427498575,5
Adult,logistic_regression,BasicFACMIM_k8_lambda0.0,Basic FA-CMIM,0.0,"Basic FA-CMIM, lambda=0",0.7838666666666667,0.0048396510434351205,5,0.8033893160312358,0.008603374285969958,5,0.6563529463685969,0.009967459263356243,5,0.8822819466277261,0.005574129646872902,5,0.32511267065479776,0.025904643432402053,5,0.3338153405479718,0.04104944099633267,5,0.12266536295480587,0.06449843016336418,5,0.2393204629987325,0.019671353657840264,5,0.5883442850429316,0.007033753597360757,5,0.8505469191583195,0.013465602292155845,5
Adult,logistic_regression,BasicFACMIM_k8_lambda0.5,Basic FA-CMIM,0.5,"Basic FA-CMIM, lambda=0.5",0.7686666666666666,0.02345207879911713,5,0.7973654104349509,0.013848011803827828,5,0.6447714951350446,0.024639505850215383,5,0.8817195194897927,0.014644268135419924,5,0.38292904413097245,0.03902033632699948,5,0.274385303508599,0.040060020762464066,5,0.22859510988158385,0.06903948347594693,5,0.2935096098678344,0.04049459137251021,5,0.4896517078869934,0.03201532298349022,5,0.734137808702074,0.013626006446988437,5
Adult,logistic_regression,BasicFACMIM_k8_lambda1.0,Basic FA-CMIM,1.0,"Basic FA-CMIM, lambda=1",0.7330666666666666,0.008227325743453272,5,0.7083211621645404,0.011850040991186032,5,0.5479844711913012,0.019654105191876704,5,0.7948845391371483,0.011060829994300456,5,0.05846173650430444,0.025590627343483066,5,0.8397669896693856,0.06960612908276381,5,0.03774837803204194,0.03565874234556865,5,0.04397207624414452,0.02976971883592523,5,0.26302378698133405,0.010254962810042801,5,0.5563447146969207,0.01995987256498904,5
