candidate,selected,selection_rank,score_rank,proxy_rank,marginal_relevance,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
c_charge_desc,True,1.0,1,1,0.08384883078603281,0.08845942070557447,0.0,0.08384883078603281,0.27162933349609375
priors_count,True,2.0,2,3,0.05300766726998611,0.019004736411591824,0.0,0.05300766726998611,0.2716348171234131
age,True,3.0,3,2,0.018066024811884684,0.019650133039737977,0.0,0.018066024811884684,0.2716364860534668
age_cat,True,4.0,4,4,0.01234980438445929,0.01601821519918864,0.0,0.01234980438445929,0.2716381549835205
c_charge_degree,True,5.0,5,5,0.007051721282161222,0.005694781680843475,0.0,0.007051721282161222,0.271639347076416
juv_fel_count,False,,6,6,0.0,0.0,0.0,0.0,0.2716405391693115
juv_misd_count,False,,7,7,0.0,0.0,0.0,0.0,0.27164196968078613
juv_other_count,False,,8,8,0.0,0.0,0.0,0.0,0.27164268493652344
