candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,fairness_leakage,fairness_penalty,score,runtime_elapsed_seconds
c_charge_desc,True,1.0,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.0,0.08384883078603281,0.3695394992828369
priors_count,False,,0.05300766726998611,0.05300766726998611,0.05300766726998611,0.019004736411591824,0.0,0.05300766726998611,0.3695394992828369
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.0,0.018066024811884684,0.3695394992828369
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.0,0.01234980438445929,0.3695394992828369
c_charge_degree,False,,0.007051721282161222,0.007051721282161222,0.007051721282161222,0.005694781680843475,0.0,0.007051721282161222,0.3695394992828369
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.3695394992828369
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.3695394992828369
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.3695394992828369
priors_count,True,2.0,0.05300766726998611,0.09437263851893339,0.09437263851893339,0.019004736411591824,0.0,0.09437263851893339,4.076409816741943
age,False,,0.018066024811884684,0.08668129604489204,0.08668129604489204,0.019650133039737977,0.0,0.08668129604489204,4.076409816741943
age_cat,False,,0.01234980438445929,0.05224420144940214,0.05224420144940214,0.01601821519918864,0.0,0.05224420144940214,4.076409816741943
c_charge_degree,False,,0.007051721282161222,0.006760012693598127,0.006760012693598127,0.005694781680843475,0.0,0.006760012693598127,4.076409816741943
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,4.076409816741943
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,4.076409816741943
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,4.076409816741943
age,True,3.0,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.0,0.03480601220337591,8.531577587127686
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.0,0.027599139357007023,8.531577587127686
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.0,0.0030747507824423247,8.531577587127686
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,8.531577587127686
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,8.531577587127686
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,8.531577587127686
c_charge_degree,True,4.0,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.0,0.0030747507824423247,11.34701132774353
age_cat,False,,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.0,6.5572341975965136e-06,11.34701132774353
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,11.34701132774353
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,11.34701132774353
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,11.34701132774353
age_cat,True,5.0,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.0,6.5572341975965136e-06,13.686136722564697
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,13.686136722564697
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,13.686136722564697
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,13.686136722564697
