candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,fairness_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.05300766726998611,0.05300766726998611,0.019004736411591824,2.0,0.014998194446802462,0.2947216033935547
juv_fel_count,False,,0.0,0.0,0.0,0.0,2.0,0.0,0.2947216033935547
juv_misd_count,False,,0.0,0.0,0.0,0.0,2.0,0.0,0.2947216033935547
juv_other_count,False,,0.0,0.0,0.0,0.0,2.0,0.0,0.2947216033935547
c_charge_degree,False,,0.007051721282161222,0.007051721282161222,0.007051721282161222,0.005694781680843475,2.0,-0.004337842079525728,0.2947216033935547
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,2.0,-0.01968662601391799,0.2947216033935547
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,2.0,-0.02123424126759127,0.2947216033935547
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,2.0,-0.09307001062511613,0.2947216033935547
juv_fel_count,True,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.427828311920166
juv_misd_count,False,,0.0,0.0,0.0,0.0,2.0,0.0,0.427828311920166
juv_other_count,False,,0.0,0.0,0.0,0.0,2.0,0.0,0.427828311920166
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,2.0,-0.004437291041370257,0.427828311920166
age,False,,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,2.0,-0.004494253876100043,0.427828311920166
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,2.0,-0.008314812579244626,0.427828311920166
c_charge_desc,False,,0.08384883078603281,0.12521380203498056,0.12521380203498056,0.08845942070557447,2.0,-0.05170503937616838,0.427828311920166
juv_misd_count,True,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6226596832275391
juv_other_count,False,,0.0,0.0,0.0,0.0,2.0,0.0,0.6226596832275391
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,2.0,-0.008314812579244626,0.6226596832275391
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,2.0,-0.01968662601391799,0.6226596832275391
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,2.0,-0.02123424126759127,0.6226596832275391
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,2.0,-0.09307001062511613,0.6226596832275391
juv_other_count,True,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8559865951538086
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,2.0,-0.008314812579244626,0.8559865951538086
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,2.0,-0.01968662601391799,0.8559865951538086
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,2.0,-0.02123424126759127,0.8559865951538086
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,2.0,-0.09307001062511613,0.8559865951538086
c_charge_degree,True,5.0,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,2.0,-0.008314812579244626,1.1029515266418457
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,2.0,-0.01968662601391799,1.1029515266418457
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,2.0,-0.02123424126759127,1.1029515266418457
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,2.0,-0.09307001062511613,1.1029515266418457
