candidate,selected,selection_rank,candidate_subset_size,marginal_relevance,candidate_proxy_leakage,subset_merit,mean_feature_relevance,mean_feature_redundancy,mean_proxy_leakage,max_proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
c_charge_desc,True,1.0,1,0.08384883078603281,0.08845942070557447,0.08384883078603281,0.08384883078603281,0.0,0.08845942070557447,0.08845942070557447,0.0,0.08384883078603281,0.45395517349243164
priors_count,False,,1,0.05300766726998611,0.019004736411591824,0.05300766726998611,0.05300766726998611,0.0,0.019004736411591824,0.019004736411591824,0.0,0.05300766726998611,0.45395517349243164
age,False,,1,0.018066024811884684,0.019650133039737977,0.018066024811884684,0.018066024811884684,0.0,0.019650133039737977,0.019650133039737977,0.0,0.018066024811884684,0.45395517349243164
age_cat,False,,1,0.01234980438445929,0.01601821519918864,0.01234980438445929,0.01234980438445929,0.0,0.01601821519918864,0.01601821519918864,0.0,0.01234980438445929,0.45395517349243164
c_charge_degree,False,,1,0.007051721282161222,0.005694781680843475,0.007051721282161222,0.007051721282161222,0.0,0.005694781680843475,0.005694781680843475,0.0,0.007051721282161222,0.45395517349243164
juv_fel_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45395517349243164
juv_misd_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45395517349243164
juv_other_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45395517349243164
priors_count,True,2.0,2,0.05300766726998611,0.019004736411591824,0.08887089676004678,0.06842824902800945,0.18571885277701478,0.05373207855858315,0.08845942070557447,0.0,0.08887089676004678,0.8674266338348389
age,False,,2,0.018066024811884684,0.019650133039737977,0.0650910194507027,0.050957427798958746,0.22575265978270925,0.054054776872656224,0.08845942070557447,0.0,0.0650910194507027,0.8674266338348389
age_cat,False,,2,0.01234980438445929,0.01601821519918864,0.06353777122392576,0.04809931758524605,0.14615636916960917,0.052238817952381555,0.08845942070557447,0.0,0.06353777122392576,0.8674266338348389
juv_fel_count,False,,2,0.0,0.0,0.059290076843367144,0.041924415393016404,0.0,0.044229710352787235,0.08845942070557447,0.0,0.059290076843367144,0.8674266338348389
juv_misd_count,False,,2,0.0,0.0,0.059290076843367144,0.041924415393016404,0.0,0.044229710352787235,0.08845942070557447,0.0,0.059290076843367144,0.8674266338348389
juv_other_count,False,,2,0.0,0.0,0.059290076843367144,0.041924415393016404,0.0,0.044229710352787235,0.08845942070557447,0.0,0.059290076843367144,0.8674266338348389
c_charge_degree,False,,2,0.007051721282161222,0.005694781680843475,0.051679218942492354,0.045450276034097015,0.5469317863185118,0.04707710119320897,0.08845942070557447,0.0,0.051679218942492354,0.8674266338348389
age,True,3.0,3,0.018066024811884684,0.019650133039737977,0.07841337923101842,0.05164084095596786,0.15057524005353112,0.04237143005230143,0.08845942070557447,0.0,0.07841337923101842,1.4899566173553467
age_cat,False,,3,0.01234980438445929,0.01601821519918864,0.07717927560734586,0.04973543414682607,0.12290481736940928,0.04116079077211831,0.08845942070557447,0.0,0.07717927560734586,1.4899566173553467
juv_fel_count,False,,3,0.0,0.0,0.07453458764132502,0.04561883268533964,0.06190628425900493,0.035821385705722096,0.08845942070557447,0.0,0.07453458764132502,1.4899566173553467
juv_misd_count,False,,3,0.0,0.0,0.07453458764132502,0.04561883268533964,0.06190628425900493,0.035821385705722096,0.08845942070557447,0.0,0.07453458764132502,1.4899566173553467
juv_other_count,False,,3,0.0,0.0,0.07453458764132502,0.04561883268533964,0.06190628425900493,0.035821385705722096,0.08845942070557447,0.0,0.07453458764132502,1.4899566173553467
c_charge_degree,False,,3,0.007051721282161222,0.005694781680843475,0.06791635624829762,0.04796940644606004,0.248292156560644,0.03771964626600326,0.08845942070557447,0.0,0.06791635624829762,1.4899566173553467
juv_fel_count,True,4.0,4,0.0,0.0,0.0699622263702432,0.0387306307169759,0.07528762002676556,0.03177857253922607,0.08845942070557447,0.0,0.0699622263702432,2.3323769569396973
juv_misd_count,False,,4,0.0,0.0,0.0699622263702432,0.0387306307169759,0.07528762002676556,0.03177857253922607,0.08845942070557447,0.0,0.0699622263702432,2.3323769569396973
juv_other_count,False,,4,0.0,0.0,0.0699622263702432,0.0387306307169759,0.07528762002676556,0.03177857253922607,0.08845942070557447,0.0,0.0699622263702432,2.3323769569396973
c_charge_degree,False,,4,0.007051721282161222,0.005694781680843475,0.06593286475114563,0.0404935610375162,0.16959579073694808,0.03320226795943694,0.08845942070557447,0.0,0.06593286475114563,2.3323769569396973
age_cat,False,,4,0.01234980438445929,0.01601821519918864,0.06262434477514767,0.04181808181309072,0.26120595993185325,0.03578312633902323,0.08845942070557447,0.0,0.06262434477514767,2.3323769569396973
juv_misd_count,True,5.0,5,0.0,0.0,0.0637619459929226,0.030984504573580717,0.045172572016059336,0.025422858031380856,0.08845942070557447,0.0,0.0637619459929226,3.268484354019165
juv_other_count,False,,5,0.0,0.0,0.0637619459929226,0.030984504573580717,0.045172572016059336,0.025422858031380856,0.08845942070557447,0.0,0.0637619459929226,3.268484354019165
c_charge_degree,False,,5,0.007051721282161222,0.005694781680843475,0.06106738130175454,0.032394848830012965,0.10175747444216884,0.026561814367549553,0.08845942070557447,0.0,0.06106738130175454,3.268484354019165
age_cat,False,,5,0.01234980438445929,0.01601821519918864,0.058648840144058696,0.03345446545047258,0.15672357595911196,0.028626501071218585,0.08845942070557447,0.0,0.058648840144058696,3.268484354019165
