candidate,selected,selection_rank,candidate_subset_size,marginal_relevance,candidate_proxy_leakage,subset_merit,mean_feature_relevance,mean_feature_redundancy,mean_proxy_leakage,max_proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,1,0.05300766726998611,0.019004736411591824,0.05300766726998611,0.05300766726998611,0.0,0.019004736411591824,0.019004736411591824,2.0,0.014998194446802462,0.4231407642364502
juv_fel_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4231407642364502
juv_misd_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4231407642364502
juv_other_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4231407642364502
c_charge_degree,False,,1,0.007051721282161222,0.005694781680843475,0.007051721282161222,0.007051721282161222,0.0,0.005694781680843475,0.005694781680843475,2.0,-0.004337842079525728,0.4231407642364502
age_cat,False,,1,0.01234980438445929,0.01601821519918864,0.01234980438445929,0.01234980438445929,0.0,0.01601821519918864,0.01601821519918864,2.0,-0.01968662601391799,0.4231407642364502
age,False,,1,0.018066024811884684,0.019650133039737977,0.018066024811884684,0.018066024811884684,0.0,0.019650133039737977,0.019650133039737977,2.0,-0.02123424126759127,0.4231407642364502
c_charge_desc,False,,1,0.08384883078603281,0.08845942070557447,0.08384883078603281,0.08384883078603281,0.0,0.08845942070557447,0.08845942070557447,2.0,-0.09307001062511613,0.4231407642364502
juv_fel_count,True,2.0,2,0.0,0.0,0.037482080981487385,0.026503833634993056,0.0,0.009502368205795912,0.019004736411591824,2.0,0.01847734456989556,0.8453445434570312
juv_misd_count,False,,2,0.0,0.0,0.037482080981487385,0.026503833634993056,0.0,0.009502368205795912,0.019004736411591824,2.0,0.01847734456989556,0.8453445434570312
juv_other_count,False,,2,0.0,0.0,0.037482080981487385,0.026503833634993056,0.0,0.009502368205795912,0.019004736411591824,2.0,0.01847734456989556,0.8453445434570312
c_charge_degree,False,,2,0.007051721282161222,0.005694781680843475,0.042211151607930965,0.030029694276073667,0.012225830586405431,0.01234975904621765,0.019004736411591824,2.0,0.017511633515495666,0.8453445434570312
age,False,,2,0.018066024811884684,0.019650133039737977,0.04927471692925779,0.0355368460409354,0.040254207600869334,0.0193274347256649,0.019650133039737977,2.0,0.01061984747792799,0.8453445434570312
age_cat,False,,2,0.01234980438445929,0.01601821519918864,0.04538627444461932,0.0326787358272227,0.036839230161603904,0.017511475805390232,0.019004736411591824,2.0,0.010363322833838853,0.8453445434570312
c_charge_desc,False,,2,0.08384883078603281,0.08845942070557447,0.08887089676004678,0.06842824902800945,0.18571885277701483,0.05373207855858315,0.08845942070557447,2.0,-0.018593260357119515,0.8453445434570312
c_charge_degree,True,3.0,3,0.007051721282161222,0.005694781680843475,0.03453485068260709,0.020019796184049112,0.004075276862135144,0.008233172697478433,0.019004736411591824,2.0,0.01806850528765022,1.4802539348602295
juv_misd_count,False,,3,0.0,0.0,0.030603990967440597,0.017669222423328704,0.0,0.006334912137197275,0.019004736411591824,2.0,0.017934166693046046,1.4802539348602295
juv_other_count,False,,3,0.0,0.0,0.030603990967440597,0.017669222423328704,0.0,0.006334912137197275,0.019004736411591824,2.0,0.017934166693046046,1.4802539348602295
age,False,,3,0.018066024811884684,0.019650133039737977,0.04049465251821023,0.02369123069395693,0.013418069200289777,0.0128849564837766,0.019650133039737977,2.0,0.014724739550657031,1.4802539348602295
age_cat,False,,3,0.01234980438445929,0.01601821519918864,0.03727915213823403,0.021785823884815134,0.012279743387201301,0.011674317203593488,0.019004736411591824,2.0,0.013930517731047056,1.4802539348602295
c_charge_desc,False,,3,0.08384883078603281,0.08845942070557447,0.07453458764132502,0.04561883268533964,0.06190628425900494,0.035821385705722096,0.08845942070557447,2.0,0.002891816229880828,1.4802539348602295
juv_misd_count,True,4.0,4,0.0,0.0,0.02993832845827351,0.015014847138036833,0.002037638431067572,0.006174879523108825,0.019004736411591824,2.0,0.01758856941205586,2.281485080718994
juv_other_count,False,,4,0.0,0.0,0.02993832845827351,0.015014847138036833,0.002037638431067572,0.006174879523108825,0.019004736411591824,2.0,0.01758856941205586,2.281485080718994
age,False,,4,0.018066024811884684,0.019650133039737977,0.03849737138799388,0.019531353341008004,0.009861907590575458,0.011087412783043319,0.019650133039737977,2.0,0.016322545821907244,2.281485080718994
age_cat,False,,4,0.01234980438445929,0.01601821519918864,0.03571341252495643,0.018102298234151656,0.009232043916490873,0.010179433322905985,0.019004736411591824,2.0,0.015354545879144463,2.281485080718994
c_charge_desc,False,,4,0.08384883078603281,0.08845942070557447,0.061419913358960354,0.03597705483454504,0.12414607828032202,0.028289734699502442,0.08845942070557447,2.0,0.004840443959955469,2.281485080718994
juv_other_count,True,5.0,5,0.0,0.0,0.026793939368288524,0.012011877710429466,0.0012225830586405431,0.00493990361848706,0.019004736411591824,2.0,0.016914132131314402,3.3332958221435547
age,False,,5,0.018066024811884684,0.019650133039737977,0.034532469722622756,0.015625082672806403,0.0059171445543452755,0.008869930226434656,0.019650133039737977,2.0,0.016792609269753445,3.3332958221435547
age_cat,False,,5,0.01234980438445929,0.01601821519918864,0.03202948245904497,0.014481838587321324,0.0055392263498945235,0.008143546658324789,0.019004736411591824,2.0,0.01574238914239539,3.3332958221435547
c_charge_desc,False,,5,0.08384883078603281,0.08845942070557447,0.05648999255910901,0.02878164386763603,0.07448764696819321,0.022631787759601955,0.08845942070557447,2.0,0.011226417039905102,3.3332958221435547
