candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,candidate_individual_leakage,subset_leakage,current_subset_leakage,incremental_subset_leakage,fairness_penalty,max_subset_leakage,constraint_feasible,score,ranking_score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.05300766726998611,0.05300766726998611,0.019004736411591824,0.019004736411591824,0.0,0.019004736411591824,0.5,,True,0.0435052990641902,0.0435052990641902,0.8907430171966553
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.08845942070557447,0.0,0.08845942070557447,0.5,,True,0.03961912043324557,0.03961912043324557,0.8907430171966553
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.019650133039737977,0.0,0.019650133039737977,0.5,,True,0.008240958292015696,0.008240958292015696,0.8907430171966553
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.01601821519918864,0.0,0.01601821519918864,0.5,,True,0.00434069678486497,0.00434069678486497,0.8907430171966553
c_charge_degree,False,,0.007051721282161222,0.007051721282161222,0.007051721282161222,0.005694781680843475,0.005694781680843475,0.0,0.005694781680843475,0.5,,True,0.0042043304417394844,0.0042043304417394844,0.8907430171966553
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,True,0.0,0.0,0.8907430171966553
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,True,0.0,0.0,0.8907430171966553
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,True,0.0,0.0,0.8907430171966553
c_charge_desc,True,2.0,0.08384883078603281,0.12521380203498056,0.12521380203498056,0.08845942070557447,0.1532746841992953,0.019004736411591824,0.13426994778770346,0.5,,True,0.05807882814112883,0.05807882814112883,1.583296537399292
age,False,,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.04786355184850813,0.019004736411591824,0.028858815436916305,0.5,,True,0.02037660448491776,0.02037660448491776,1.583296537399292
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.04323329755965316,0.019004736411591824,0.024228561148061337,0.5,,True,0.015484858782976355,0.015484858782976355,1.583296537399292
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.023022033653653677,0.019004736411591824,0.004017297242061853,0.5,,True,0.0010661021614113983,0.0010661021614113983,1.583296537399292
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,0.5,,True,0.0,0.0,1.583296537399292
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,0.5,,True,0.0,0.0,1.583296537399292
juv_other_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,0.5,,True,0.0,0.0,1.583296537399292
juv_fel_count,True,3.0,0.0,0.0,0.0,0.0,0.1532746841992953,0.1532746841992953,0.0,0.5,,True,0.0,0.0,5.64411187171936
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.1532746841992953,0.1532746841992953,0.0,0.5,,True,0.0,0.0,5.64411187171936
juv_other_count,False,,0.0,0.0,0.0,0.0,0.1532746841992953,0.1532746841992953,0.0,0.5,,True,0.0,0.0,5.64411187171936
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.16290840690069874,0.1532746841992953,0.009633722701403447,0.5,,True,-0.0017421105682593986,-0.0017421105682593986,5.64411187171936
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.2344625021737314,0.1532746841992953,0.08118781797443611,0.5,,True,-0.012994769630211032,-0.012994769630211032,5.64411187171936
age,False,,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.28658127348427415,0.1532746841992953,0.13330658928497885,0.5,,True,-0.031847282439113514,-0.031847282439113514,5.64411187171936
juv_misd_count,True,4.0,0.0,0.0,0.0,0.0,0.1532746841992953,0.1532746841992953,0.0,0.5,,True,0.0,0.0,8.705543518066406
juv_other_count,False,,0.0,0.0,0.0,0.0,0.1532746841992953,0.1532746841992953,0.0,0.5,,True,0.0,0.0,8.705543518066406
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.16290840690069874,0.1532746841992953,0.009633722701403447,0.5,,True,-0.0017421105682593986,-0.0017421105682593986,8.705543518066406
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.2344625021737314,0.1532746841992953,0.08118781797443611,0.5,,True,-0.028244104602758766,-0.028244104602758766,8.705543518066406
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.28658127348427415,0.1532746841992953,0.13330658928497885,0.5,,True,-0.04858726983060474,-0.04858726983060474,8.705543518066406
juv_other_count,True,5.0,0.0,0.0,0.0,0.0,0.1532746841992953,0.1532746841992953,0.0,0.5,,True,0.0,0.0,11.26118278503418
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.16290840690069874,0.1532746841992953,0.009633722701403447,0.5,,True,-0.0017421105682593986,-0.0017421105682593986,11.26118278503418
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.2344625021737314,0.1532746841992953,0.08118781797443611,0.5,,True,-0.028244104602758766,-0.028244104602758766,11.26118278503418
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.28658127348427415,0.1532746841992953,0.13330658928497885,0.5,,True,-0.04858726983060474,-0.04858726983060474,11.26118278503418
