candidate,selected,selection_rank,candidate_subset_size,marginal_relevance,candidate_proxy_leakage,subset_merit,mean_feature_relevance,mean_feature_redundancy,mean_proxy_leakage,max_proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,1,0.05300766726998611,0.019004736411591824,0.05300766726998611,0.05300766726998611,0.0,0.019004736411591824,0.019004736411591824,1.0,0.03400293085839429,0.4047987461090088
c_charge_degree,False,,1,0.007051721282161222,0.005694781680843475,0.007051721282161222,0.007051721282161222,0.0,0.005694781680843475,0.005694781680843475,1.0,0.001356939601317747,0.4047987461090088
juv_fel_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4047987461090088
juv_misd_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4047987461090088
juv_other_count,False,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4047987461090088
age,False,,1,0.018066024811884684,0.019650133039737977,0.018066024811884684,0.018066024811884684,0.0,0.019650133039737977,0.019650133039737977,1.0,-0.0015841082278532925,0.4047987461090088
age_cat,False,,1,0.01234980438445929,0.01601821519918864,0.01234980438445929,0.01234980438445929,0.0,0.01601821519918864,0.01601821519918864,1.0,-0.0036684108147293504,0.4047987461090088
c_charge_desc,False,,1,0.08384883078603281,0.08845942070557447,0.08384883078603281,0.08384883078603281,0.0,0.08845942070557447,0.08845942070557447,1.0,-0.004610589919541663,0.4047987461090088
c_charge_desc,True,2.0,2,0.08384883078603281,0.08845942070557447,0.08887089676004678,0.06842824902800945,0.18571885277701483,0.05373207855858315,0.08845942070557447,1.0,0.03513881820146363,0.8080244064331055
age,False,,2,0.018066024811884684,0.019650133039737977,0.04927471692925779,0.0355368460409354,0.040254207600869334,0.0193274347256649,0.019650133039737977,1.0,0.02994728220359289,0.8080244064331055
c_charge_degree,False,,2,0.007051721282161222,0.005694781680843475,0.042211151607930965,0.030029694276073667,0.012225830586405431,0.01234975904621765,0.019004736411591824,1.0,0.029861392561713315,0.8080244064331055
juv_fel_count,False,,2,0.0,0.0,0.037482080981487385,0.026503833634993056,0.0,0.009502368205795912,0.019004736411591824,1.0,0.027979712775691473,0.8080244064331055
juv_misd_count,False,,2,0.0,0.0,0.037482080981487385,0.026503833634993056,0.0,0.009502368205795912,0.019004736411591824,1.0,0.027979712775691473,0.8080244064331055
juv_other_count,False,,2,0.0,0.0,0.037482080981487385,0.026503833634993056,0.0,0.009502368205795912,0.019004736411591824,1.0,0.027979712775691473,0.8080244064331055
age_cat,False,,2,0.01234980438445929,0.01601821519918864,0.04538627444461932,0.0326787358272227,0.036839230161603904,0.017511475805390232,0.019004736411591824,1.0,0.027874798639229086,0.8080244064331055
juv_fel_count,True,3.0,3,0.0,0.0,0.07453458764132502,0.04561883268533964,0.06190628425900494,0.035821385705722096,0.08845942070557447,1.0,0.038713201935602924,1.451915979385376
juv_misd_count,False,,3,0.0,0.0,0.07453458764132502,0.04561883268533964,0.06190628425900494,0.035821385705722096,0.08845942070557447,1.0,0.038713201935602924,1.451915979385376
juv_other_count,False,,3,0.0,0.0,0.07453458764132502,0.04561883268533964,0.06190628425900494,0.035821385705722096,0.08845942070557447,1.0,0.038713201935602924,1.451915979385376
age,False,,3,0.018066024811884684,0.019650133039737977,0.0784133792310184,0.05164084095596786,0.15057524005353115,0.04237143005230143,0.08845942070557447,1.0,0.036041949178716975,1.451915979385376
age_cat,False,,3,0.01234980438445929,0.01601821519918864,0.07717927560734586,0.04973543414682607,0.1229048173694093,0.04116079077211831,0.08845942070557447,1.0,0.03601848483522755,1.451915979385376
c_charge_degree,False,,3,0.007051721282161222,0.005694781680843475,0.06791635624829762,0.04796940644606004,0.24829215656064405,0.03771964626600326,0.08845942070557447,1.0,0.03019670998229436,1.451915979385376
juv_misd_count,True,4.0,4,0.0,0.0,0.06545657480593303,0.034214124514004726,0.03095314212950247,0.026866039279291574,0.08845942070557447,1.0,0.03859053552664146,2.272939920425415
juv_other_count,False,,4,0.0,0.0,0.06545657480593303,0.034214124514004726,0.03095314212950247,0.026866039279291574,0.08845942070557447,1.0,0.03859053552664146,2.272939920425415
age,False,,4,0.018066024811884684,0.019650133039737977,0.0699622263702432,0.0387306307169759,0.07528762002676558,0.03177857253922607,0.08845942070557447,1.0,0.03818365383101713,2.272939920425415
age_cat,False,,4,0.01234980438445929,0.01601821519918864,0.06855131896899141,0.03730157561011955,0.06145240868470465,0.030870593079088734,0.08845942070557447,1.0,0.03768072588990268,2.272939920425415
c_charge_degree,False,,4,0.007051721282161222,0.005694781680843475,0.06141991335896034,0.03597705483454503,0.12414607828032202,0.028289734699502442,0.08845942070557447,1.0,0.0331301786594579,2.272939920425415
age,True,5.0,5,0.018066024811884684,0.019650133039737977,0.0637619459929226,0.030984504573580717,0.04517257201605934,0.025422858031380856,0.08845942070557447,1.0,0.03833908796154175,3.193183183670044
age_cat,False,,5,0.01234980438445929,0.01601821519918864,0.06229145992189464,0.029841260488095638,0.03687144521082279,0.024696474463270987,0.08845942070557447,1.0,0.03759498545862365,3.193183183670044
juv_other_count,False,,5,0.0,0.0,0.059050033885853684,0.02737129961120378,0.018571885277701483,0.021492831423433258,0.08845942070557447,1.0,0.037557202462420426,3.193183183670044
c_charge_degree,False,,5,0.007051721282161222,0.005694781680843475,0.056489992559109005,0.028781643867636025,0.07448764696819321,0.022631787759601955,0.08845942070557447,1.0,0.03385820479950705,3.193183183670044
