candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,candidate_individual_leakage,subset_leakage,current_subset_leakage,incremental_subset_leakage,fairness_penalty,max_subset_leakage,constraint_feasible,score,ranking_score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.05300766726998611,0.05300766726998611,0.019004736411591824,0.019004736411591824,0.0,0.019004736411591824,2.0,,True,0.014998194446802462,0.014998194446802462,0.4941844940185547
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,True,0.0,0.0,0.4941844940185547
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,True,0.0,0.0,0.4941844940185547
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,True,0.0,0.0,0.4941844940185547
c_charge_degree,False,,0.007051721282161222,0.007051721282161222,0.007051721282161222,0.005694781680843475,0.005694781680843475,0.0,0.005694781680843475,2.0,,True,-0.004337842079525728,-0.004337842079525728,0.4941844940185547
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.01601821519918864,0.0,0.01601821519918864,2.0,,True,-0.01968662601391799,-0.01968662601391799,0.4941844940185547
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.019650133039737977,0.0,0.019650133039737977,2.0,,True,-0.02123424126759127,-0.02123424126759127,0.4941844940185547
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.08845942070557447,0.0,0.08845942070557447,2.0,,True,-0.09307001062511613,-0.09307001062511613,0.4941844940185547
juv_fel_count,True,2.0,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,2.0,,True,0.0,0.0,0.9114077091217041
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,2.0,,True,0.0,0.0,0.9114077091217041
juv_other_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,2.0,,True,0.0,0.0,0.9114077091217041
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.023022033653653677,0.019004736411591824,0.004017297242061853,2.0,,True,-0.004959843701681381,-0.004959843701681381,0.9114077091217041
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.04323329755965316,0.019004736411591824,0.024228561148061337,2.0,,True,-0.02085798293911565,-0.02085798293911565,0.9114077091217041
age,False,,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.04786355184850813,0.019004736411591824,0.028858815436916305,2.0,,True,-0.0229116186704567,-0.0229116186704567,0.9114077091217041
c_charge_desc,False,,0.08384883078603281,0.12521380203498056,0.12521380203498056,0.08845942070557447,0.1532746841992953,0.019004736411591824,0.13426994778770346,2.0,,True,-0.14332609354042636,-0.14332609354042636,0.9114077091217041
juv_misd_count,True,3.0,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,2.0,,True,0.0,0.0,1.375715970993042
juv_other_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,2.0,,True,0.0,0.0,1.375715970993042
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.023022033653653677,0.019004736411591824,0.004017297242061853,2.0,,True,-0.004959843701681381,-0.004959843701681381,1.375715970993042
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.04323329755965316,0.019004736411591824,0.024228561148061337,2.0,,True,-0.036107317911663384,-0.036107317911663384,1.375715970993042
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.04786355184850813,0.019004736411591824,0.028858815436916305,2.0,,True,-0.039651606061947925,-0.039651606061947925,1.375715970993042
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.1532746841992953,0.019004736411591824,0.13426994778770346,2.0,,True,-0.1846910647893741,-0.1846910647893741,1.375715970993042
juv_other_count,True,4.0,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,2.0,,True,0.0,0.0,2.0408802032470703
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.023022033653653677,0.019004736411591824,0.004017297242061853,2.0,,True,-0.004959843701681381,-0.004959843701681381,2.0408802032470703
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.04323329755965316,0.019004736411591824,0.024228561148061337,2.0,,True,-0.036107317911663384,-0.036107317911663384,2.0408802032470703
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.04786355184850813,0.019004736411591824,0.028858815436916305,2.0,,True,-0.039651606061947925,-0.039651606061947925,2.0408802032470703
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.1532746841992953,0.019004736411591824,0.13426994778770346,2.0,,True,-0.1846910647893741,-0.1846910647893741,2.0408802032470703
c_charge_degree,True,5.0,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.023022033653653677,0.019004736411591824,0.004017297242061853,2.0,,True,-0.004959843701681381,-0.004959843701681381,2.7935948371887207
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.04323329755965316,0.019004736411591824,0.024228561148061337,2.0,,True,-0.036107317911663384,-0.036107317911663384,2.7935948371887207
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.04786355184850813,0.019004736411591824,0.028858815436916305,2.0,,True,-0.039651606061947925,-0.039651606061947925,2.7935948371887207
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.1532746841992953,0.019004736411591824,0.13426994778770346,2.0,,True,-0.1846910647893741,-0.1846910647893741,2.7935948371887207
