candidate,selected,selection_rank,marginal_relevance,cmim_score,utility_score,candidate_individual_leakage,subset_leakage,current_subset_leakage,incremental_subset_leakage,fairness_penalty,max_subset_leakage,constraint_feasible,score,ranking_score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.05300766726998611,0.05300766726998611,0.019004736411591824,0.019004736411591824,0.0,0.019004736411591824,1.0,,True,0.03400293085839429,0.03400293085839429,0.8595893383026123
c_charge_degree,False,,0.007051721282161222,0.007051721282161222,0.007051721282161222,0.005694781680843475,0.005694781680843475,0.0,0.005694781680843475,1.0,,True,0.001356939601317747,0.001356939601317747,0.8595893383026123
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,0.0,0.0,0.8595893383026123
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,0.0,0.0,0.8595893383026123
juv_other_count,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,True,0.0,0.0,0.8595893383026123
age,False,,0.018066024811884684,0.018066024811884684,0.018066024811884684,0.019650133039737977,0.019650133039737977,0.0,0.019650133039737977,1.0,,True,-0.0015841082278532925,-0.0015841082278532925,0.8595893383026123
age_cat,False,,0.01234980438445929,0.01234980438445929,0.01234980438445929,0.01601821519918864,0.01601821519918864,0.0,0.01601821519918864,1.0,,True,-0.0036684108147293504,-0.0036684108147293504,0.8595893383026123
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.08845942070557447,0.0,0.08845942070557447,1.0,,True,-0.004610589919541663,-0.004610589919541663,0.8595893383026123
age,True,2.0,0.018066024811884684,0.03480601220337591,0.03480601220337591,0.019650133039737977,0.04786355184850813,0.019004736411591824,0.028858815436916305,1.0,,True,0.005947196766459606,0.005947196766459606,1.2980732917785645
age_cat,False,,0.01234980438445929,0.027599139357007023,0.027599139357007023,0.01601821519918864,0.04323329755965316,0.019004736411591824,0.024228561148061337,1.0,,True,0.003370578208945686,0.003370578208945686,1.2980732917785645
juv_fel_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,1.0,,True,0.0,0.0,1.2980732917785645
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,1.0,,True,0.0,0.0,1.2980732917785645
juv_other_count,False,,0.0,0.0,0.0,0.0,0.019004736411591824,0.019004736411591824,0.0,1.0,,True,0.0,0.0,1.2980732917785645
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.023022033653653677,0.019004736411591824,0.004017297242061853,1.0,,True,-0.000942546459619528,-0.000942546459619528,1.2980732917785645
c_charge_desc,False,,0.08384883078603281,0.12521380203498056,0.12521380203498056,0.08845942070557447,0.1532746841992953,0.019004736411591824,0.13426994778770346,1.0,,True,-0.0090561457527229,-0.0090561457527229,1.2980732917785645
juv_fel_count,True,3.0,0.0,0.0,0.0,0.0,0.04786355184850813,0.04786355184850813,0.0,1.0,,True,0.0,0.0,1.793590784072876
juv_misd_count,False,,0.0,0.0,0.0,0.0,0.04786355184850813,0.04786355184850813,0.0,1.0,,True,0.0,0.0,1.793590784072876
juv_other_count,False,,0.0,0.0,0.0,0.0,0.04786355184850813,0.04786355184850813,0.0,1.0,,True,0.0,0.0,1.793590784072876
age_cat,False,,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.04943824334588491,0.04786355184850813,0.0015746914973767817,1.0,,True,-0.0015681342631791851,-0.0015681342631791851,1.793590784072876
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.053189157604110346,0.04786355184850813,0.005325605755602217,1.0,,True,-0.002250854973159892,-0.002250854973159892,1.793590784072876
c_charge_desc,False,,0.08384883078603281,0.12521380203498056,0.12521380203498056,0.08845942070557447,0.28658127348427415,0.04786355184850813,0.23871772163576602,1.0,,True,-0.11350391960078546,-0.11350391960078546,1.793590784072876
juv_misd_count,True,4.0,0.0,0.0,0.0,0.0,0.04786355184850813,0.04786355184850813,0.0,1.0,,True,0.0,0.0,2.3065850734710693
juv_other_count,False,,0.0,0.0,0.0,0.0,0.04786355184850813,0.04786355184850813,0.0,1.0,,True,0.0,0.0,2.3065850734710693
age_cat,False,,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.04943824334588491,0.04786355184850813,0.0015746914973767817,1.0,,True,-0.0015681342631791851,-0.0015681342631791851,2.3065850734710693
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.053189157604110346,0.04786355184850813,0.005325605755602217,1.0,,True,-0.002250854973159892,-0.002250854973159892,2.3065850734710693
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.28658127348427415,0.04786355184850813,0.23871772163576602,1.0,,True,-0.1548688908497332,-0.1548688908497332,2.3065850734710693
juv_other_count,True,5.0,0.0,0.0,0.0,0.0,0.04786355184850813,0.04786355184850813,0.0,1.0,,True,0.0,0.0,2.7694954872131348
age_cat,False,,0.01234980438445929,6.5572341975965136e-06,6.5572341975965136e-06,0.01601821519918864,0.04943824334588491,0.04786355184850813,0.0015746914973767817,1.0,,True,-0.0015681342631791851,-0.0015681342631791851,2.7694954872131348
c_charge_degree,False,,0.007051721282161222,0.0030747507824423247,0.0030747507824423247,0.005694781680843475,0.053189157604110346,0.04786355184850813,0.005325605755602217,1.0,,True,-0.002250854973159892,-0.002250854973159892,2.7694954872131348
c_charge_desc,False,,0.08384883078603281,0.08384883078603281,0.08384883078603281,0.08845942070557447,0.28658127348427415,0.04786355184850813,0.23871772163576602,1.0,,True,-0.1548688908497332,-0.1548688908497332,2.7694954872131348
