candidate,selected,selection_rank,score_rank,lasso_importance,marginal_relevance,proxy_leakage,fairness_penalty,nonzero_encoded_count,score,runtime_elapsed_seconds
c_charge_desc,True,1.0,1,1.0,0.08384883078603281,0.08845942070557447,2.0,307,0.8230811585888511,1.4360544681549072
priors_count,True,2.0,2,0.06527884133266203,0.05300766726998611,0.019004736411591824,2.0,4,0.02726936850947838,1.4360544681549072
c_charge_degree,True,3.0,3,0.014211639447218455,0.007051721282161222,0.005694781680843475,2.0,2,0.0028220760855315052,1.4360544681549072
juv_fel_count,True,4.0,4,0.0,0.0,0.0,2.0,0,0.0,1.4360544681549072
juv_misd_count,True,5.0,5,0.0,0.0,0.0,2.0,0,0.0,1.4360544681549072
juv_other_count,False,,6,0.0,0.0,0.0,2.0,0,0.0,1.4360544681549072
age,False,,7,0.03807126227620018,0.018066024811884684,0.019650133039737977,2.0,4,-0.0012290038032757716,1.4360544681549072
age_cat,False,,8,0.01513062939374902,0.01234980438445929,0.01601821519918864,2.0,2,-0.01690580100462826,1.4360544681549072
