candidate,selected,selection_rank,marginal_relevance,redundancy,redundancy_weight,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.0,1.0,0.019004736411591824,0.5,0.0435052990641902,0.27306294441223145
c_charge_desc,False,,0.08384883078603281,0.0,1.0,0.08845942070557447,0.5,0.03961912043324557,0.27306294441223145
age,False,,0.018066024811884684,0.0,1.0,0.019650133039737977,0.5,0.008240958292015696,0.27306294441223145
age_cat,False,,0.01234980438445929,0.0,1.0,0.01601821519918864,0.5,0.00434069678486497,0.27306294441223145
c_charge_degree,False,,0.007051721282161222,0.0,1.0,0.005694781680843475,0.5,0.0042043304417394844,0.27306294441223145
juv_fel_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.27306294441223145
juv_misd_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.27306294441223145
juv_other_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.27306294441223145
juv_fel_count,True,2.0,0.0,0.0,1.0,0.0,0.5,0.0,0.3529667854309082
juv_misd_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.3529667854309082
juv_other_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.3529667854309082
c_charge_degree,False,,0.007051721282161222,0.012225830586405431,1.0,0.005694781680843475,0.5,-0.008021500144665947,0.3529667854309082
age,False,,0.018066024811884684,0.040254207600869334,1.0,0.019650133039737977,0.5,-0.03201324930885364,0.3529667854309082
age_cat,False,,0.01234980438445929,0.036839230161603904,1.0,0.01601821519918864,0.5,-0.032498533376738935,0.3529667854309082
c_charge_desc,False,,0.08384883078603281,0.18571885277701478,1.0,0.08845942070557447,0.5,-0.14609973234376922,0.3529667854309082
juv_misd_count,True,3.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5080132484436035
juv_other_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.5080132484436035
c_charge_degree,False,,0.007051721282161222,0.006112915293202716,1.0,0.005694781680843475,0.5,-0.0019085848514632311,0.5080132484436035
age,False,,0.018066024811884684,0.020127103800434667,1.0,0.019650133039737977,0.5,-0.01188614550841897,0.5080132484436035
age_cat,False,,0.01234980438445929,0.018419615080801952,1.0,0.01601821519918864,0.5,-0.014078918295936983,0.5080132484436035
c_charge_desc,False,,0.08384883078603281,0.09285942638850739,1.0,0.08845942070557447,0.5,-0.053240305955261816,0.5080132484436035
c_charge_degree,True,4.0,0.007051721282161222,0.004075276862135144,1.0,0.005694781680843475,0.5,0.00012905357960434072,0.6820306777954102
juv_other_count,False,,0.0,0.0,1.0,0.0,0.5,0.0,0.6820306777954102
age,False,,0.018066024811884684,0.013418069200289777,1.0,0.019650133039737977,0.5,-0.005177110908274081,0.6820306777954102
age_cat,False,,0.01234980438445929,0.012279743387201301,1.0,0.01601821519918864,0.5,-0.007939046602336332,0.6820306777954102
c_charge_desc,False,,0.08384883078603281,0.06190628425900493,1.0,0.08845942070557447,0.5,-0.022287163825759355,0.6820306777954102
juv_other_count,True,5.0,0.0,0.0,1.0,0.0,0.5,0.0,0.8612303733825684
age,False,,0.018066024811884684,0.01173640373926183,1.0,0.019650133039737977,0.5,-0.003495445447246134,0.8612303733825684
age_cat,False,,0.01234980438445929,0.010791608228134951,1.0,0.01601821519918864,0.5,-0.006450911443269982,0.8612303733825684
c_charge_desc,False,,0.08384883078603281,0.18316265977388163,1.0,0.08845942070557447,0.5,-0.14354353934063607,0.8612303733825684
