candidate,selected,selection_rank,marginal_relevance,redundancy,redundancy_weight,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
c_charge_desc,True,1.0,0.08384883078603281,0.0,1.0,0.08845942070557447,0.0,0.08384883078603281,0.2769958972930908
priors_count,False,,0.05300766726998611,0.0,1.0,0.019004736411591824,0.0,0.05300766726998611,0.2769958972930908
age,False,,0.018066024811884684,0.0,1.0,0.019650133039737977,0.0,0.018066024811884684,0.2769958972930908
age_cat,False,,0.01234980438445929,0.0,1.0,0.01601821519918864,0.0,0.01234980438445929,0.2769958972930908
c_charge_degree,False,,0.007051721282161222,0.0,1.0,0.005694781680843475,0.0,0.007051721282161222,0.2769958972930908
juv_fel_count,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.2769958972930908
juv_misd_count,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.2769958972930908
juv_other_count,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.2769958972930908
juv_fel_count,True,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3554403781890869
juv_misd_count,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.3554403781890869
juv_other_count,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.3554403781890869
priors_count,False,,0.05300766726998611,0.18571885277701483,1.0,0.019004736411591824,0.0,-0.1327111855070287,0.3554403781890869
age_cat,False,,0.01234980438445929,0.14615636916960917,1.0,0.01601821519918864,0.0,-0.13380656478514988,0.3554403781890869
age,False,,0.018066024811884684,0.22575265978270925,1.0,0.019650133039737977,0.0,-0.20768663497082457,0.3554403781890869
c_charge_degree,False,,0.007051721282161222,0.5469317863185119,1.0,0.005694781680843475,0.0,-0.5398800650363507,0.3554403781890869
juv_misd_count,True,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.496657133102417
juv_other_count,False,,0.0,0.0,1.0,0.0,0.0,0.0,0.496657133102417
priors_count,False,,0.05300766726998611,0.09285942638850742,1.0,0.019004736411591824,0.0,-0.039851759118521304,0.496657133102417
age_cat,False,,0.01234980438445929,0.07307818458480458,1.0,0.01601821519918864,0.0,-0.060728380200345294,0.496657133102417
age,False,,0.018066024811884684,0.11287632989135463,1.0,0.019650133039737977,0.0,-0.09481030507946994,0.496657133102417
c_charge_degree,False,,0.007051721282161222,0.27346589315925596,1.0,0.005694781680843475,0.0,-0.2664141718770947,0.496657133102417
juv_other_count,True,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6730625629425049
priors_count,False,,0.05300766726998611,0.06190628425900494,1.0,0.019004736411591824,0.0,-0.00889861698901883,0.6730625629425049
age_cat,False,,0.01234980438445929,0.04871878972320306,1.0,0.01601821519918864,0.0,-0.03636898533874377,0.6730625629425049
age,False,,0.018066024811884684,0.07525088659423641,1.0,0.019650133039737977,0.0,-0.05718486178235173,0.6730625629425049
c_charge_degree,False,,0.007051721282161222,0.18231059543950398,1.0,0.005694781680843475,0.0,-0.17525887415734276,0.6730625629425049
priors_count,True,5.0,0.05300766726998611,0.04642971319425371,1.0,0.019004736411591824,0.0,0.006577954075732403,0.8666744232177734
age_cat,False,,0.01234980438445929,0.03653909229240229,1.0,0.01601821519918864,0.0,-0.024189287907943002,0.8666744232177734
age,False,,0.018066024811884684,0.05643816494567731,1.0,0.019650133039737977,0.0,-0.03837214013379263,0.8666744232177734
c_charge_degree,False,,0.007051721282161222,0.13673294657962798,1.0,0.005694781680843475,0.0,-0.12968122529746676,0.8666744232177734
