candidate,selected,selection_rank,score_rank,proxy_rank,marginal_relevance,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,1,3,0.05300766726998611,0.019004736411591824,0.5,0.0435052990641902,0.2943992614746094
c_charge_desc,True,2.0,2,1,0.08384883078603281,0.08845942070557447,0.5,0.03961912043324557,0.2944021224975586
age,True,3.0,3,2,0.018066024811884684,0.019650133039737977,0.5,0.008240958292015696,0.2944035530090332
age_cat,True,4.0,4,4,0.01234980438445929,0.01601821519918864,0.5,0.00434069678486497,0.294405460357666
c_charge_degree,True,5.0,5,5,0.007051721282161222,0.005694781680843475,0.5,0.0042043304417394844,0.2944064140319824
juv_fel_count,False,,6,6,0.0,0.0,0.5,0.0,0.29440760612487793
juv_misd_count,False,,7,7,0.0,0.0,0.5,0.0,0.29440903663635254
juv_other_count,False,,8,8,0.0,0.0,0.5,0.0,0.29440999031066895
