candidate,selected,selection_rank,marginal_relevance,redundancy,redundancy_weight,proxy_leakage,fairness_penalty,score,runtime_elapsed_seconds
priors_count,True,1.0,0.05300766726998611,0.0,1.0,0.019004736411591824,1.0,0.03400293085839429,0.2269444465637207
c_charge_degree,False,,0.007051721282161222,0.0,1.0,0.005694781680843475,1.0,0.001356939601317747,0.2269444465637207
juv_fel_count,False,,0.0,0.0,1.0,0.0,1.0,0.0,0.2269444465637207
juv_misd_count,False,,0.0,0.0,1.0,0.0,1.0,0.0,0.2269444465637207
juv_other_count,False,,0.0,0.0,1.0,0.0,1.0,0.0,0.2269444465637207
age,False,,0.018066024811884684,0.0,1.0,0.019650133039737977,1.0,-0.0015841082278532925,0.2269444465637207
age_cat,False,,0.01234980438445929,0.0,1.0,0.01601821519918864,1.0,-0.0036684108147293504,0.2269444465637207
c_charge_desc,False,,0.08384883078603281,0.0,1.0,0.08845942070557447,1.0,-0.004610589919541663,0.2269444465637207
juv_fel_count,True,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3077094554901123
juv_misd_count,False,,0.0,0.0,1.0,0.0,1.0,0.0,0.3077094554901123
juv_other_count,False,,0.0,0.0,1.0,0.0,1.0,0.0,0.3077094554901123
c_charge_degree,False,,0.007051721282161222,0.012225830586405431,1.0,0.005694781680843475,1.0,-0.010868890985087684,0.3077094554901123
age_cat,False,,0.01234980438445929,0.036839230161603904,1.0,0.01601821519918864,1.0,-0.040507640976333255,0.3077094554901123
age,False,,0.018066024811884684,0.040254207600869334,1.0,0.019650133039737977,1.0,-0.041838315828722626,0.3077094554901123
c_charge_desc,False,,0.08384883078603281,0.18571885277701478,1.0,0.08845942070557447,1.0,-0.19032944269655644,0.3077094554901123
juv_misd_count,True,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4430208206176758
juv_other_count,False,,0.0,0.0,1.0,0.0,1.0,0.0,0.4430208206176758
c_charge_degree,False,,0.007051721282161222,0.006112915293202716,1.0,0.005694781680843475,1.0,-0.0047559756918849685,0.4430208206176758
age,False,,0.018066024811884684,0.020127103800434667,1.0,0.019650133039737977,1.0,-0.02171121202828796,0.4430208206176758
age_cat,False,,0.01234980438445929,0.018419615080801952,1.0,0.01601821519918864,1.0,-0.022088025895531303,0.4430208206176758
c_charge_desc,False,,0.08384883078603281,0.09285942638850739,1.0,0.08845942070557447,1.0,-0.09747001630804905,0.4430208206176758
juv_other_count,True,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6196095943450928
c_charge_degree,False,,0.007051721282161222,0.004075276862135144,1.0,0.005694781680843475,1.0,-0.0027183372608173967,0.6196095943450928
age,False,,0.018066024811884684,0.013418069200289777,1.0,0.019650133039737977,1.0,-0.01500217742814307,0.6196095943450928
age_cat,False,,0.01234980438445929,0.012279743387201301,1.0,0.01601821519918864,1.0,-0.015948154201930652,0.6196095943450928
c_charge_desc,False,,0.08384883078603281,0.06190628425900493,1.0,0.08845942070557447,1.0,-0.0665168741785466,0.6196095943450928
c_charge_degree,True,5.0,0.007051721282161222,0.003056457646601358,1.0,0.005694781680843475,1.0,-0.0016995180452836108,0.7962369918823242
age,False,,0.018066024811884684,0.010063551900217333,1.0,0.019650133039737977,1.0,-0.011647660128070626,0.7962369918823242
age_cat,False,,0.01234980438445929,0.009209807540400976,1.0,0.01601821519918864,1.0,-0.012878218355130326,0.7962369918823242
c_charge_desc,False,,0.08384883078603281,0.046429713194253694,1.0,0.08845942070557447,1.0,-0.05104030311379536,0.7962369918823242
