dataset,selector,model,accuracy,balanced_accuracy,f1,auroc,dpd,dpr,equal_opportunity_difference,equalized_odds_difference,mean_selected_mi_sensitive,joint_subset_mi_sensitive,sensitive_attacker_balanced_accuracy,k,lambda_values,selector_runtime_seconds,n_selected_features,selected_features
COMPAS,CMIM_k8,logistic_regression,0.658,0.6551417867062852,0.6230712711241734,0.7060635258991308,0.8181818181818181,0.18181818181818182,1.0,1.0,0.03824271711415813,0.9310158510474827,0.19703920212632667,8,0.0|0.5|1.0|2.0,26.113874912261963,8,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
COMPAS,CMIM_k8,random_forest,0.6466666666666666,0.6414421979630945,0.6003016591251885,0.6981685435192961,0.8181818181818181,0.18181818181818182,0.6666666666666667,0.6666666666666667,0.03824271711415813,0.9310158510474827,0.19703920212632667,8,0.0|0.5|1.0|2.0,26.113874912261963,8,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
COMPAS,CMIM_k8,gradient_boosting,0.6833333333333333,0.6728301358654695,0.6166263115415658,0.7487735862598597,0.9090909090909091,0.09090909090909091,1.0,1.0,0.03824271711415813,0.9310158510474827,0.19703920212632667,8,0.0|0.5|1.0|2.0,26.113874912261963,8,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count
COMPAS,mRMR_k8,logistic_regression,0.658,0.6551417867062852,0.6230712711241734,0.7060635258991308,0.8181818181818181,0.18181818181818182,1.0,1.0,0.03824271711415812,0.9310158510474829,0.19703920212632667,8,0.0|0.5|1.0|2.0,1.1291146278381348,8,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age
COMPAS,mRMR_k8,random_forest,0.648,0.6426587429752599,0.6012084592145015,0.6993294647919672,0.8181818181818181,0.18181818181818182,0.6666666666666667,0.6666666666666667,0.03824271711415812,0.9310158510474829,0.19703920212632667,8,0.0|0.5|1.0|2.0,1.1291146278381348,8,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age
COMPAS,mRMR_k8,gradient_boosting,0.6833333333333333,0.6728301358654695,0.6166263115415658,0.7486928421218841,0.9090909090909091,0.09090909090909091,1.0,1.0,0.03824271711415812,0.9310158510474829,0.19703920212632667,8,0.0|0.5|1.0|2.0,1.1291146278381348,8,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age
COMPAS,ProxyRank_k8_lambda0.0,logistic_regression,0.658,0.6551417867062852,0.6230712711241734,0.7060635258991308,0.8181818181818181,0.18181818181818182,1.0,1.0,0.03824271711415813,0.9310158510474826,0.19703920212632667,8,0.0|0.5|1.0|2.0,0.25735020637512207,8,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count
COMPAS,ProxyRank_k8_lambda0.0,random_forest,0.6453333333333333,0.6397088904678854,0.5969696969696969,0.6980779306533458,0.8181818181818181,0.18181818181818182,0.6666666666666667,0.6666666666666667,0.03824271711415813,0.9310158510474826,0.19703920212632667,8,0.0|0.5|1.0|2.0,0.25735020637512207,8,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count
COMPAS,ProxyRank_k8_lambda0.0,gradient_boosting,0.6833333333333333,0.6728301358654695,0.6166263115415658,0.7487574374322645,0.9090909090909091,0.09090909090909091,1.0,1.0,0.03824271711415813,0.9310158510474826,0.19703920212632667,8,0.0|0.5|1.0|2.0,0.25735020637512207,8,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count
COMPAS,FairmRMR_k8_lambda0.0,logistic_regression,0.658,0.6551417867062852,0.6230712711241734,0.7060635258991308,0.8181818181818181,0.18181818181818182,1.0,1.0,0.03824271711415812,0.9310158510474829,0.19703920212632667,8,0.0|0.5|1.0|2.0,1.7107243537902832,8,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age
COMPAS,FairmRMR_k8_lambda0.0,random_forest,0.648,0.6426587429752599,0.6012084592145015,0.6993294647919672,0.8181818181818181,0.18181818181818182,0.6666666666666667,0.6666666666666667,0.03824271711415812,0.9310158510474829,0.19703920212632667,8,0.0|0.5|1.0|2.0,1.7107243537902832,8,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age
COMPAS,FairmRMR_k8_lambda0.0,gradient_boosting,0.6833333333333333,0.6728301358654695,0.6166263115415658,0.7486928421218841,0.9090909090909091,0.09090909090909091,1.0,1.0,0.03824271711415812,0.9310158510474829,0.19703920212632667,8,0.0|0.5|1.0|2.0,1.7107243537902832,8,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age
COMPAS,FairCFS_k8_lambda0.0,logistic_regression,0.658,0.6551417867062852,0.6230712711241734,0.7060635258991308,0.8181818181818181,0.18181818181818182,1.0,1.0,0.03824271711415812,0.9310158510474827,0.19703920212632667,8,0.0|0.5|1.0|2.0,5.3055031299591064,8,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
COMPAS,FairCFS_k8_lambda0.0,random_forest,0.6466666666666666,0.6414421979630945,0.6003016591251885,0.6981685435192961,0.8181818181818181,0.18181818181818182,0.6666666666666667,0.6666666666666667,0.03824271711415812,0.9310158510474827,0.19703920212632667,8,0.0|0.5|1.0|2.0,5.3055031299591064,8,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
COMPAS,FairCFS_k8_lambda0.0,gradient_boosting,0.6833333333333333,0.6728301358654695,0.6166263115415658,0.7487735862598597,0.9090909090909091,0.09090909090909091,1.0,1.0,0.03824271711415812,0.9310158510474827,0.19703920212632667,8,0.0|0.5|1.0|2.0,5.3055031299591064,8,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat
COMPAS,FairLasso_k8_lambda0.0,logistic_regression,0.658,0.6551417867062852,0.6230712711241734,0.7060635258991308,0.8181818181818181,0.18181818181818182,1.0,1.0,0.03824271711415813,0.9310158510474826,0.19703920212632667,8,0.0|0.5|1.0|2.0,0.7572097778320312,8,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count
