selector,model,k,lambda,selected_feature_count,selected_features,diagnostics_path,accuracy,balanced_accuracy,f1,auroc,dpd,dpr,selection_rate_min,selection_rate_max,equalized_odds_difference,equalized_odds_ratio,tpr_min,tpr_max,fpr_min,fpr_max,equal_opportunity_difference,equal_opportunity_ratio,mean_selected_mi_sensitive,max_selected_mi_sensitive,joint_subset_mi_sensitive,sensitive_attacker_balanced_accuracy,sensitive_attacker_auroc,sensitive_attacker_status,dataset_key,dataset,selector_family,k_value,lambda_value,lambda_values,selector_runtime_seconds,n_selected_features,accuracy_norm,joint_leakage_quality,attacker_leakage_quality,dpd_quality,eod_quality,eodd_quality,tradeoff_accuracy_joint_mi,tradeoff_accuracy_attacker,tradeoff_accuracy_dpd,pareto_accuracy_joint_mi
SubsetFACMIM_k8_lambda1.0,random_forest,8,1.0,8.0,education|age|education-num|capital-gain|capital-loss|native-country|workclass|hours-per-week,results/adult/final/diagnostics/SubsetFACMIM_k8_lambda1.0_diagnostics.csv,0.7813333333333333,0.7646325016064153,0.6281179138321995,0.8621660362614421,0.118094221033839,0.6836317973356628,0.2551867219917012,0.3732809430255402,0.0254126757693091,0.8796332046332047,0.7258064516129032,0.7318611987381703,0.1857142857142857,0.2111269614835948,0.0060547471252671,0.9917269187986651,0.0108015760573474,0.0359540873858558,0.2518059131432508,0.6311475409836065,0.6798869417750142,ok,adult,adult,SubsetFA-CMIM,8.0,1.0,,,,0.728571428571428,1.0,0.8196883014401265,0.8888185896698492,1.0,0.9826131844903846,0.864285714285714,0.7741298650057773,0.8086950091206386,True
ProxyRank_k8_lambda2.0,random_forest,8,2.0,8.0,education|education-num|age|fnlwgt|capital-gain|capital-loss|native-country|workclass,results/adult/final/diagnostics/ProxyRank_k8_lambda2.0_diagnostics.csv,0.794,0.7530227675534706,0.6217870257037944,0.8347922487225172,0.0786995899534519,0.7519622830569223,0.2385892116182572,0.3172888015717092,0.0665004579220515,0.9083771468629512,0.6593059936908517,0.7258064516129032,0.1626248216833095,0.1666666666666666,0.0665004579220515,0.9083771468629512,0.0064451508567111,0.0126614406876996,0.2596870075993482,0.579479932165065,0.6039344262295082,ok,adult,adult,ProxyRank,8.0,2.0,,,,1.0,0.9768698710706304,1.0,1.0,0.6963966266291844,0.864088367340421,0.9884349355353153,1.0,1.0,True
FairmRMR_k8_lambda2.0,random_forest,8,2.0,8.0,education|age|capital-gain|capital-loss|fnlwgt|workclass|native-country|hours-per-week,results/adult/final/diagnostics/FairmRMR_k8_lambda2.0_diagnostics.csv,0.782,0.7807966878423194,0.64340239912759,0.8596863900729419,0.1371903251840318,0.6593664608845258,0.2655601659751037,0.4027504911591356,0.0628370815101251,0.8658184523809523,0.7258064516129032,0.7886435331230284,0.1976190476190476,0.2282453637660485,0.0628370815101251,0.9203225806451614,0.0103043364131293,0.0359540873858558,0.383845762417769,0.6282080271339741,0.6776710005652912,ok,adult,adult,fair-mRMR,8.0,2.0,,,,0.7428571428571431,0.6124778411745526,0.8299467350562238,0.8349246520188657,0.714796831075901,0.8746560104845786,0.6776674920158479,0.7864019389566834,0.7888908974380044,False
FairCFS_k8_lambda2.0,random_forest,8,2.0,8.0,education|age|education-num|capital-gain|hours-per-week|fnlwgt|native-country|marital-status,results/adult/final/diagnostics/FairCFS_k8_lambda2.0_diagnostics.csv,0.784,0.8231766303644268,0.6785714285714286,0.894512061648688,0.3672036129747532,0.3166119232023789,0.1701244813278008,0.537328094302554,0.2913830582161538,0.2021112351190476,0.8225806451612904,0.917981072555205,0.0738095238095238,0.3651925820256776,0.0954004273939146,0.8960758230794813,0.023151377592208,0.1060794500629328,0.4556879915901335,0.7334652345958168,0.8098360655737705,ok,adult,adult,FairCFS-style,8.0,2.0,,,,0.7857142857142859,0.401628950504999,0.462615900572105,0.185770159898769,0.5512394582162027,0.21537559474586077,0.5936716181096424,0.6241650931431955,0.48574222280652746,False
FairLasso_k8_lambda2.0,random_forest,8,2.0,8.0,native-country|occupation|education|marital-status|age|hours-per-week|education-num|workclass,results/adult/final/diagnostics/FairLasso_k8_lambda2.0_diagnostics.csv,0.776,0.8064722649161251,0.6619718309859155,0.8911238787456544,0.3626221783824764,0.3112884746392518,0.1639004149377593,0.5265225933202358,0.2861490387881258,0.2102737157855268,0.7580645161290323,0.889589905362776,0.0761904761904762,0.362339514978602,0.1315253892337438,0.8521505376344086,0.0382350599592851,0.1133884211525689,0.5505793266544861,0.8077444884115319,0.8789372526851329,ok,adult,adult,FairLasso-style,8.0,2.0,,,,0.6142857142857145,0.1231335173459176,0.20339317419609393,0.19870010353157708,0.36979299769997387,0.230474029442584,0.36870961581581607,0.40883944424090424,0.4064929089086458,False
BasicFACMIM_k8_lambda2.0,random_forest,8,2.0,8.0,education|age|native-country|fnlwgt|capital-gain|capital-loss|education-num|workclass,results/adult/final/diagnostics/BasicFACMIM_k8_lambda2.0_diagnostics.csv,0.7833333333333333,0.7554918219927081,0.6198830409356725,0.8389653979320197,0.0793435994424018,0.7685622228298994,0.2634854771784232,0.3428290766208251,0.0703673552457514,0.9071749781864556,0.6876971608832808,0.7580645161290323,0.1868758915834522,0.1904761904761904,0.0703673552457514,0.9071749781864556,0.0064451508567111,0.0126614406876996,0.2596870075993482,0.5816280384397965,0.6021481062747315,ok,adult,adult,BasicFA-CMIM,8.0,2.0,,,,0.7714285714285708,0.9768698710706304,0.992503452357467,0.9981824456459222,0.6769741886020959,0.8529336329104775,0.8741492212496006,0.8819660118930188,0.8848055085372465,False
SubsetFACMIM_k8_lambda2.0,random_forest,8,2.0,8.0,education|age|education-num|capital-gain|capital-loss|native-country|workclass|hours-per-week,results/adult/final/diagnostics/SubsetFACMIM_k8_lambda2.0_diagnostics.csv,0.7813333333333333,0.7646325016064153,0.6281179138321995,0.8621660362614421,0.118094221033839,0.6836317973356628,0.2551867219917012,0.3732809430255402,0.0254126757693091,0.8796332046332047,0.7258064516129032,0.7318611987381703,0.1857142857142857,0.2111269614835948,0.0060547471252671,0.9917269187986651,0.0108015760573474,0.0359540873858558,0.2518059131432508,0.6311475409836065,0.6798869417750142,ok,adult,adult,SubsetFA-CMIM,8.0,2.0,,,,0.728571428571428,1.0,0.8196883014401265,0.8888185896698492,1.0,0.9826131844903846,0.864285714285714,0.7741298650057773,0.8086950091206386,True
CMIM_k8,gradient_boosting,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,CMIM,8.0,,0.0|0.5|1.0|2.0,26.906409740448,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
mRMR_k8,gradient_boosting,8,,,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7371803223681979,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,mRMR,8.0,,0.0|0.5|1.0|2.0,1.1253297328948977,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
ProxyRank_k8_lambda0.0,gradient_boosting,8,,,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380780701456923,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,ProxyRank,8.0,0.0,0.0|0.5|1.0|2.0,0.2774293422698974,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
FairmRMR_k8_lambda0.0,gradient_boosting,8,,,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7371803223681979,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,fair-mRMR,8.0,0.0,0.0|0.5|1.0|2.0,2.146763563156128,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairCFS_k8_lambda0.0,gradient_boosting,8,,,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairCFS-style,8.0,0.0,0.0|0.5|1.0|2.0,5.89946722984314,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
FairLasso_k8_lambda0.0,gradient_boosting,8,,,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380780701456923,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairLasso-style,8.0,0.0,0.0|0.5|1.0|2.0,1.1848022937774658,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
BasicFACMIM_k8_lambda0.0,gradient_boosting,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,BasicFA-CMIM,8.0,0.0,0.0|0.5|1.0|2.0,17.58845567703247,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
SubsetFACMIM_k8_lambda0.0,gradient_boosting,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,SubsetFA-CMIM,8.0,0.0,0.0|0.5|1.0|2.0,20.78110408782959,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
ProxyRank_k8_lambda0.5,gradient_boosting,8,,,priors_count|c_charge_desc|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380780701456923,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,ProxyRank,8.0,0.5,0.0|0.5|1.0|2.0,0.4486849308013916,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
FairmRMR_k8_lambda0.5,gradient_boosting,8,,,priors_count|juv_fel_count|juv_misd_count|c_charge_degree|juv_other_count|age|c_charge_desc|age_cat,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.737410559869782,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,fair-mRMR,8.0,0.5,0.0|0.5|1.0|2.0,1.2092933654785156,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairCFS_k8_lambda0.5,gradient_boosting,8,,,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,FairCFS-style,8.0,0.5,0.0|0.5|1.0|2.0,5.357962608337402,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
FairLasso_k8_lambda0.5,gradient_boosting,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairLasso-style,8.0,0.5,0.0|0.5|1.0|2.0,1.5570356845855713,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
BasicFACMIM_k8_lambda0.5,gradient_boosting,8,,,priors_count|c_charge_desc|age|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age_cat,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,BasicFA-CMIM,8.0,0.5,0.0|0.5|1.0|2.0,13.562366485595703,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
SubsetFACMIM_k8_lambda0.5,gradient_boosting,8,,,priors_count|c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7372517138415574,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,SubsetFA-CMIM,8.0,0.5,0.0|0.5|1.0|2.0,15.209296703338625,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
ProxyRank_k8_lambda1.0,gradient_boosting,8,,,priors_count|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age|age_cat|c_charge_desc,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7383725599732995,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,ProxyRank,8.0,1.0,0.0|0.5|1.0|2.0,0.2791562080383301,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
FairmRMR_k8_lambda1.0,gradient_boosting,8,,,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age|c_charge_desc|age_cat,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.737410559869782,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,fair-mRMR,8.0,1.0,0.0|0.5|1.0|2.0,1.230992317199707,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairCFS_k8_lambda1.0,gradient_boosting,8,,,priors_count|c_charge_desc|juv_fel_count|juv_misd_count|age|juv_other_count|c_charge_degree|age_cat,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7372606377757273,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairCFS-style,8.0,1.0,0.0|0.5|1.0|2.0,5.809848785400391,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairLasso_k8_lambda1.0,gradient_boosting,8,,,c_charge_desc|priors_count|age|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age_cat,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairLasso-style,8.0,1.0,0.0|0.5|1.0|2.0,1.679286241531372,8.0,1.0,0.5,1.0,0.0,0.0,0.0,0.75,1.0,0.5,False
BasicFACMIM_k8_lambda1.0,gradient_boosting,8,,,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7380173873933367,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,BasicFA-CMIM,8.0,1.0,0.0|0.5|1.0|2.0,13.477242708206177,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
SubsetFACMIM_k8_lambda1.0,gradient_boosting,8,,,priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|age_cat|c_charge_degree|c_charge_desc,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7377104040578912,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.544500381610109,0.6532411156883762,,,compas,COMPAS,SubsetFA-CMIM,8.0,1.0,0.0|0.5|1.0|2.0,3.302022695541382,8.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,False
ProxyRank_k8_lambda2.0,gradient_boosting,8,,,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7383725599732995,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,ProxyRank,8.0,2.0,0.0|0.5|1.0|2.0,0.2691254615783691,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
FairmRMR_k8_lambda2.0,gradient_boosting,8,,,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7383725599732995,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,fair-mRMR,8.0,2.0,0.0|0.5|1.0|2.0,1.2474520206451416,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
FairCFS_k8_lambda2.0,gradient_boosting,8,,,priors_count|juv_fel_count|c_charge_degree|juv_misd_count|juv_other_count|age|c_charge_desc|age_cat,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.737410559869782,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairCFS-style,8.0,2.0,0.0|0.5|1.0|2.0,6.222704887390137,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairLasso_k8_lambda2.0,gradient_boosting,8,,,c_charge_desc|priors_count|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count|age|age_cat,,0.6813333333333333,0.6767215607603906,0.6395173453996983,0.7372517138415574,0.1995402646614433,0.5977664642377678,,,0.2374254728163756,,,,,,0.2374254728163756,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,FairLasso-style,8.0,2.0,0.0|0.5|1.0|2.0,1.6375949382781982,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
BasicFACMIM_k8_lambda2.0,gradient_boosting,8,,,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7383725599732995,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,BasicFA-CMIM,8.0,2.0,0.0|0.5|1.0|2.0,1.6165454387664795,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
SubsetFACMIM_k8_lambda2.0,gradient_boosting,8,,,priors_count|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat|age|c_charge_desc,,0.6813333333333333,0.6768054457415879,0.6400602409638554,0.7383725599732995,0.2073144408920931,0.5858349089113217,,,0.2520655308458503,,,,,,0.2520655308458503,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,SubsetFA-CMIM,8.0,2.0,0.0|0.5|1.0|2.0,3.195659637451172,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,True
CMIM_k8,logistic_regression,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,CMIM,8.0,,0.0|0.5|1.0|2.0,26.906409740448,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
mRMR_k8,logistic_regression,8,,,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,mRMR,8.0,,0.0|0.5|1.0|2.0,1.1253297328948977,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
ProxyRank_k8_lambda0.0,logistic_regression,8,,,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,ProxyRank,8.0,0.0,0.0|0.5|1.0|2.0,0.2774293422698974,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairmRMR_k8_lambda0.0,logistic_regression,8,,,c_charge_desc|juv_fel_count|juv_misd_count|juv_other_count|priors_count|age_cat|c_charge_degree|age,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,fair-mRMR,8.0,0.0,0.0|0.5|1.0|2.0,2.146763563156128,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairCFS_k8_lambda0.0,logistic_regression,8,,,c_charge_desc|priors_count|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairCFS-style,8.0,0.0,0.0|0.5|1.0|2.0,5.89946722984314,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairLasso_k8_lambda0.0,logistic_regression,8,,,c_charge_desc|priors_count|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairLasso-style,8.0,0.0,0.0|0.5|1.0|2.0,1.1848022937774658,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
BasicFACMIM_k8_lambda0.0,logistic_regression,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,BasicFA-CMIM,8.0,0.0,0.0|0.5|1.0|2.0,17.58845567703247,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
SubsetFACMIM_k8_lambda0.0,logistic_regression,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,SubsetFA-CMIM,8.0,0.0,0.0|0.5|1.0|2.0,20.78110408782959,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
ProxyRank_k8_lambda0.5,logistic_regression,8,,,priors_count|c_charge_desc|age|age_cat|c_charge_degree|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,ProxyRank,8.0,0.5,0.0|0.5|1.0|2.0,0.4486849308013916,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
FairmRMR_k8_lambda0.5,logistic_regression,8,,,priors_count|juv_fel_count|juv_misd_count|c_charge_degree|juv_other_count|age|c_charge_desc|age_cat,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,fair-mRMR,8.0,0.5,0.0|0.5|1.0|2.0,1.2092933654785156,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
FairCFS_k8_lambda0.5,logistic_regression,8,,,priors_count|c_charge_desc|age|juv_fel_count|juv_misd_count|juv_other_count|c_charge_degree|age_cat,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101088,0.6532411156883762,,,compas,COMPAS,FairCFS-style,8.0,0.5,0.0|0.5|1.0|2.0,5.357962608337402,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
FairLasso_k8_lambda0.5,logistic_regression,8,,,c_charge_desc|priors_count|age|c_charge_degree|age_cat|juv_fel_count|juv_misd_count|juv_other_count,,0.6673333333333333,0.6658959362188577,0.6443335709194583,0.7143734238101273,0.2055157171557657,0.6262209054580472,,,0.2306936999097712,,,,,,0.2306936999097712,,0.0258934080436636,,0.5445003816101089,0.6532411156883762,,,compas,COMPAS,FairLasso-style,8.0,0.5,0.0|0.5|1.0|2.0,1.5570356845855713,8.0,1.0,0.5,1.0,1.0,1.0,1.0,0.75,1.0,1.0,False
